direction,entry_date,entry_price,initial_stop,initial_risk,shares_total,shares_remaining,first_target,current_stop,setup_date,is_free_bar_trigger,first_target_hit,highest_high,lowest_low,bars_held,realized_pnl,exit_date,exit_price_final,exit_reason,r_multiple,is_closed
short,2003-02-04 00:00:00,55.709718194932364,59.275959346054826,3.566241151122462,142,0,52.1434770438099,59.275959346054826,2003-01-31 00:00:00,False,False,55.709718194932364,52.90467532270208,10,-36.49170162615373,2003-02-18 00:00:00,55.95670200920105,time_stop,-0.07206013373150703,True
short,2003-02-12 00:00:00,54.079928187675904,57.59779198206941,3.517863794393506,144,0,50.5620643932824,57.59779198206941,2003-02-10 00:00:00,False,False,54.079928187675904,52.90467532270208,10,-46.797820405821824,2003-02-26 00:00:00,54.39491305160522,time_stop,-0.09238130948880212,True
short,2003-02-19 00:00:00,55.09884020464749,58.59986907139144,3.501028866743951,145,0,51.597811337903536,58.59986907139144,2003-02-13 00:00:00,False,False,55.09884020464749,53.70149992858987,10,147.04702017986682,2003-03-04 00:00:00,54.07472282409668,time_stop,0.28966267321696254,True
short,2003-03-17 00:00:00,54.419557363172906,58.08831486483699,3.668757501664082,138,0,50.750799861508824,58.08831486483699,2003-03-12 00:00:00,False,False,54.419557363172906,54.35465251340771,5,-527.6472417318532,2003-03-21 00:00:00,58.23308810036025,stop_gap,-1.0421868263173726,True
long,2003-03-25 00:00:00,57.82024468996712,54.06170659294972,3.7585380970174,134,0,61.57878278698452,54.06170659294972,2003-03-21 00:00:00,False,False,59.577416425574775,57.82024468996712,10,-15.795096652615282,2003-04-07 00:00:00,57.71237083435059,time_stop,-0.03136162320931937,True
long,2003-04-09 00:00:00,58.15470314801052,54.53659935052325,3.6181037974872723,139,0,61.77280694549779,54.53659935052325,2003-04-07 00:00:00,False,False,60.56105067555781,58.15470314801052,10,313.3952059308717,2003-04-23 00:00:00,60.419344917297366,time_stop,0.623155634963449,True
long,2003-06-04 00:00:00,64.18128199045427,61.106344898499806,3.0749370919544603,164,0,67.25621908240873,61.106344898499806,2003-06-02 00:00:00,False,False,67.00736879608179,64.18128199045427,10,400.4472301585176,2003-06-17 00:00:00,66.63303339385986,time_stop,0.7940817422881304,True
long,2003-06-10 00:00:00,65.00756288437935,61.94061019468944,3.066952689689913,165,0,68.07451557406927,61.94061019468944,2003-06-06 00:00:00,False,False,67.00736879608179,65.00756288437935,10,-45.40934128132826,2003-06-23 00:00:00,64.7423547554016,time_stop,-0.08973341189869224,True
long,2003-06-16 00:00:00,66.08959973954614,62.957515363349664,3.132084376196481,161,0,69.22168411574262,62.957515363349664,2003-06-12 00:00:00,False,False,67.00736879608179,66.08959973954614,10,-298.9982913776287,2003-06-27 00:00:00,64.2424674949646,time_stop,-0.5929381273044745,True
long,2003-06-25 00:00:00,65.23573473747518,62.20624059543727,3.029494142037912,168,0,68.2652288795131,62.20624059543727,2003-06-18 00:00:00,False,False,66.73605288898834,65.23573473747518,10,154.14673039445205,2003-07-09 00:00:00,66.16327479934692,time_stop,0.3028690662047354,True
long,2003-09-08 00:00:00,68.17106656239508,65.5792926240731,2.591773938321978,196,0,70.76284050071706,65.5792926240731,2003-09-03 00:00:00,False,False,69.10639231717725,68.17106656239508,10,54.22412559978685,2003-09-19 00:00:00,68.45772026443481,time_stop,0.1067429909488348,True
long,2003-12-26 00:00:00,72.95775783671364,70.94587839902455,2.011879437689089,252,0,74.96963727440273,75.84048256780537,2003-12-23 00:00:00,False,True,77.33209933354564,72.95775783671364,22,614.2001252663829,2004-01-28 00:00:00,75.84048256780537,trailing_stop,1.211455338094202,True
long,2004-02-02 00:00:00,75.50674004764332,73.15374066819614,2.3529993794471835,217,0,77.8597394270905,73.15374066819614,2004-01-27 00:00:00,False,False,77.25906785758934,75.50674004764332,10,188.29295055876966,2004-02-13 00:00:00,76.3844494972229,time_stop,0.36876739414331866,True
short,2004-03-15 00:00:00,74.04622382623714,76.70168903886362,2.6554652126264813,193,0,71.39075861361066,76.70168903886362,2004-03-11 00:00:00,False,False,74.04622382623714,72.50732942124804,10,7.669993858665542,2004-03-26 00:00:00,73.99648292541504,time_stop,0.014965701916612237,True
short,2004-03-18 00:00:00,74.39135570255965,77.05018128963842,2.6588255870787663,192,0,71.73253011548088,77.05018128963842,2004-03-15 00:00:00,False,False,74.39135570255965,72.50732942124804,10,-190.979473907374,2004-03-31 00:00:00,75.37604046249389,time_stop,-0.37410681045351796,True
short,2004-05-12 00:00:00,72.80707220234044,75.75777973373727,2.95070753139683,173,0,69.8563646709436,75.75777973373727,2004-05-10 00:00:00,False,False,72.80707220234044,71.98113487102329,10,-302.0490911636844,2004-05-25 00:00:00,74.54302070617676,time_stop,-0.5917050352360116,True
short,2004-05-14 00:00:00,73.00694983431738,75.92885182464025,2.9219019903228656,175,0,70.08504784399452,75.92885182464025,2004-05-12 00:00:00,False,False,73.00694983431738,72.21426098148304,10,-389.51375526704214,2004-05-27 00:00:00,75.22274272155762,time_stop,-0.7617616520375805,True
short,2004-07-26 00:00:00,72.6450814835299,75.09685798039675,2.4517764968668416,207,0,70.19330498666307,75.09685798039675,2004-07-22 00:00:00,False,False,72.6450814835299,71.28116447029647,10,241.03807088326357,2004-08-06 00:00:00,71.47064635848999,time_stop,0.47493526694948257,True
short,2004-07-28 00:00:00,72.83226059112386,75.35305797461707,2.5207973834932176,201,0,70.31146320763064,75.35305797461707,2004-07-26 00:00:00,False,False,72.83226059112386,71.28116447029647,10,65.97113559461225,2004-08-10 00:00:00,72.49404598617554,time_stop,0.13020269185359645,True
short,2004-08-11 00:00:00,71.68904051936401,74.1966049966817,2.507564477317686,203,0,69.18147604204633,74.1966049966817,2004-08-09 00:00:00,False,False,71.68904051936401,71.26108778922035,10,-432.9341570649864,2004-08-24 00:00:00,73.81172109603882,time_stop,-0.8504987991200588,True
long,2004-10-06 00:00:00,76.65974354941358,74.66780000155805,1.9919435478555272,254,0,78.6516870972691,74.66780000155805,2004-10-04 00:00:00,False,False,76.98884582519531,76.65974354941358,7,-508.4936611553039,2004-10-14 00:00:00,74.66780000155805,stop,-1.0050202225915317,True
long,2004-10-13 00:00:00,75.8709944027167,73.777694223666,2.0933001790507006,242,0,77.9642945817674,73.777694223666,2004-10-06 00:00:00,False,False,75.90798773419681,75.8709944027167,6,-508.99864333026954,2004-10-20 00:00:00,73.777694223666,stop,-1.0047771457242864,True
long,2004-11-23 00:00:00,79.55324530352405,77.33755870552068,2.215686598003373,226,0,81.76893190152742,77.33755870552068,2004-11-19 00:00:00,False,False,80.89334973710564,79.55324530352405,10,-18.811658315369737,2004-12-07 00:00:00,79.48000787734985,time_stop,-0.03756732845214225,True
long,2004-12-09 00:00:00,80.02454342744116,77.80462253941609,2.2199208880250723,226,0,82.24446431546623,77.80462253941609,2004-12-03 00:00:00,False,False,81.9113658211713,80.02454342744116,10,353.7800656320627,2004-12-22 00:00:00,81.59994194793701,time_stop,0.7051595977766991,True
long,2004-12-16 00:00:00,81.56646872010202,79.42861787166814,2.137850848433885,234,0,83.70431956853591,79.42861787166814,2004-12-14 00:00:00,False,False,82.24289308134837,81.56646872010202,10,76.70221469113264,2004-12-30 00:00:00,81.90425596237182,time_stop,0.1533255898136781,True
long,2005-03-11 00:00:00,82.21553882411044,79.95852348669119,2.257015337419247,223,0,84.47255416152969,79.95852348669119,2005-03-07 00:00:00,False,False,82.34438083468328,82.21553882411044,8,-505.54442024449213,2005-03-22 00:00:00,79.95852348669119,stop,-1.004430630060066,True
short,2005-04-20 00:00:00,77.96838505943353,80.56354966198867,2.595164602555144,193,0,75.37322045687839,80.56354966198867,2005-04-18 00:00:00,False,False,77.96838505943353,77.11905030033778,10,-245.43090930981623,2005-05-03 00:00:00,79.23004780197144,time_stop,-0.4900123642584581,True
short,2005-04-22 00:00:00,77.66274707493362,80.4653043975216,2.8025573225879867,179,0,74.86018975234563,80.4653043975216,2005-04-20 00:00:00,False,False,77.66274707493362,77.40430932051099,10,-386.9455277220148,2005-05-05 00:00:00,79.81445393371582,time_stop,-0.7713336820479391,True
long,2005-07-19 00:00:00,83.68655059655252,81.59094218154495,2.0956084150075753,238,0,85.7821590115601,81.59094218154495,2005-07-14 00:00:00,False,False,84.99262601803045,83.68655059655252,10,137.7605966008208,2005-08-01 00:00:00,84.27537663269042,time_stop,0.2762090627202459,True
short,2005-10-10 00:00:00,81.5611182763744,84.0696601359392,2.508541859564801,199,0,79.0525764168096,84.0696601359392,2005-10-06 00:00:00,False,False,81.5611182763744,80.0403077830087,10,122.25180734228556,2005-10-21 00:00:00,80.93678758621216,time_stop,0.2448955307721344,True
short,2005-10-12 00:00:00,81.0063935019134,83.5514481303015,2.545054628388101,196,0,78.46133887352529,83.5514481303015,2005-10-10 00:00:00,False,False,81.0063935019134,80.0403077830087,10,-201.8329416028793,2005-10-25 00:00:00,82.02615340805053,time_stop,-0.40461210327313607,True
short,2005-10-18 00:00:00,81.09544550597415,83.61661437378837,2.521168867814211,198,0,78.57427663815994,83.61661437378837,2005-10-13 00:00:00,False,False,81.09544550597415,80.20468964386176,10,-241.88180308463438,2005-10-31 00:00:00,82.30707077407837,time_stop,-0.48454718115067474,True
long,2005-12-01 00:00:00,86.66186080398153,84.22678449568009,2.435076308301433,204,0,89.09693711228296,84.22678449568009,2005-11-29 00:00:00,False,False,87.71698328612109,86.66186080398153,10,165.16138127829683,2005-12-14 00:00:00,87.48147541809082,time_stop,0.3324801819759144,True
long,2005-12-12 00:00:00,86.83991061162345,84.53014240541766,2.3097682062057885,215,0,89.14967881782924,84.53014240541766,2005-12-06 00:00:00,False,False,87.71698328612109,86.83991061162345,10,80.15493078123203,2005-12-23 00:00:00,87.22272424316407,time_stop,0.16140737868802332,True
long,2006-01-11 00:00:00,88.83226162093315,86.7093138933404,2.1229477275927593,235,0,90.95520934852591,86.7093138933404,2006-01-09 00:00:00,False,False,89.11140428104028,88.83226162093315,10,-501.24271598429846,2006-01-25 00:00:00,86.7093138933404,stop,-1.0047104315711717,True
long,2006-01-18 00:00:00,88.42917825344162,86.29273429463579,2.1364439588058275,233,0,90.56562221224745,86.29273429463579,2006-01-11 00:00:00,False,False,88.73962544717084,88.42917825344162,10,-164.78885186903577,2006-01-31 00:00:00,87.7319299621582,time_stop,-0.3310399453111488,True
short,2006-05-30 00:00:00,88.11175366394329,91.04499218737001,2.9332385234267235,169,0,85.17851514051657,91.04499218737001,2006-05-24 00:00:00,False,False,88.11175366394329,85.58135396447294,10,398.8487370653035,2006-06-12 00:00:00,85.74170196533203,time_stop,0.8045890846456493,True
short,2006-06-12 00:00:00,86.57735563153454,89.83887024851013,3.261514616975589,152,0,83.31584101455896,89.83887024851013,2006-06-08 00:00:00,False,False,86.57735563153454,84.55843263121722,10,20.387867821864443,2006-06-23 00:00:00,86.43322492218017,time_stop,0.041125282301739646,True
short,2006-06-19 00:00:00,86.38395262587946,89.79358791875634,3.409635292876885,146,0,82.97431733300257,89.79358791875634,2006-06-14 00:00:00,False,False,86.38395262587946,85.77217973922201,10,-296.65177776661926,2006-06-30 00:00:00,88.40581411743165,time_stop,-0.595917544552925,True
long,2006-10-09 00:00:00,94.22303003624052,92.07462407744988,2.148405958790633,231,0,96.37143599503115,92.07462407744988,2006-10-05 00:00:00,False,False,95.785861961026,94.22303003624052,10,262.30196646700443,2006-10-20 00:00:00,95.36853638458253,time_stop,0.5285343506406966,True
long,2006-10-18 00:00:00,95.56575705486128,93.44941299151208,2.116344063349203,235,0,97.68210111821048,93.44941299151208,2006-10-16 00:00:00,False,False,96.9224156868885,95.56575705486128,10,106.90527228719667,2006-10-31 00:00:00,96.03067310714722,time_stop,0.2149537309004565,True
long,2006-10-03 00:00:00,93.33744193827181,91.16754103593378,2.1699009023380285,228,0,95.50734284060984,95.5566162630547,2006-09-27 00:00:00,False,True,96.9224156868885,93.33744193827181,22,498.0745758917857,2006-11-01 00:00:00,95.5566162630547,trailing_stop,1.0067453362532197,True
long,2006-10-20 00:00:00,95.46417017732738,93.42473602900756,2.0394341483198133,244,0,97.50360432564719,93.42473602900756,2006-10-18 00:00:00,False,False,96.9224156868885,95.46417017732738,10,-35.96723945440118,2006-11-02 00:00:00,95.32676345825196,time_stop,-0.07227824403982626,True
long,2006-10-31 00:00:00,96.38458389504834,94.33268181434325,2.0519020807050907,243,0,98.43648597575343,94.33268181434325,2006-10-27 00:00:00,False,False,97.02009771632432,96.38458389504834,10,45.36483855895026,2006-11-13 00:00:00,96.58127047348023,time_stop,0.09098220630866721,True
long,2006-11-20 00:00:00,97.93953614475615,95.68313022416378,2.256405920592371,221,0,100.19594206534852,95.68313022416378,2006-11-16 00:00:00,False,False,98.7004808159069,97.93953614475615,10,115.00498841117529,2006-12-04 00:00:00,98.46992070770264,time_stop,0.23062541991995777,True
long,2006-12-20 00:00:00,99.97860963751693,97.78344412187488,2.1951655156420458,228,0,102.17377515315897,97.78344412187488,2006-12-18 00:00:00,False,False,100.16895937094635,99.97860963751693,10,-341.0121453793716,2007-01-05 00:00:00,98.49294233322144,time_stop,-0.681346027731323,True
short,2007-03-16 00:00:00,97.30221047724207,100.70386690676021,3.401656429518141,146,0,93.90055404772393,100.70386690676021,2007-03-14 00:00:00,False,False,97.30221047724207,97.229513163247,4,-498.1018387096486,2007-03-21 00:00:00,100.70386690676021,stop,-1.0029397442708277,True
short,2007-03-13 00:00:00,98.25580155781259,101.60972116289516,3.3539196050825666,148,0,94.90188195273002,101.60972116289516,2007-03-06 00:00:00,False,False,98.25580155781259,95.88480439925968,10,-386.3057132547713,2007-03-26 00:00:00,100.8559752960205,time_stop,-0.7782457678032677,True
long,2007-04-20 00:00:00,104.34942661054872,101.51795673121659,2.8314698793321327,174,0,107.18089648988085,101.51795673121659,2007-04-18 00:00:00,False,False,105.87402556011632,104.34942661054872,10,248.20937154064515,2007-05-03 00:00:00,105.78591725158691,time_stop,0.5037986282144952,True
long,2007-05-02 00:00:00,105.23934314001545,102.48381010130663,2.755533038708819,179,0,107.99487617872427,102.48381010130663,2007-04-30 00:00:00,False,False,107.57757061998022,105.23934314001545,10,123.74901052009014,2007-05-15 00:00:00,105.94067839431763,time_stop,0.25088984403036724,True
long,2007-05-09 00:00:00,106.26006197705655,103.59431610476288,2.6657458722936695,186,0,108.92580784935022,103.59431610476288,2007-05-07 00:00:00,False,False,107.86617424044154,106.26006197705655,10,180.84692009768136,2007-05-22 00:00:00,107.24235724639892,time_stop,0.36473666880548805,True
long,2007-05-14 00:00:00,106.26713924813427,103.5066185141535,2.760520733980769,179,0,109.02765998211504,103.5066185141535,2007-05-09 00:00:00,False,False,108.05626635835452,106.26713924813427,10,80.83314531227039,2007-05-25 00:00:00,106.72872106552126,time_stop,0.1635857364982687,True
long,2007-05-29 00:00:00,107.03441676893425,104.35857094689645,2.6758458220378003,186,0,109.71026259097205,104.35857094689645,2007-05-23 00:00:00,False,False,108.68980447044302,107.03441676893425,10,-109.75617131974444,2007-06-11 00:00:00,106.45432982635498,time_stop,-0.2205235210935615,True
short,2007-08-03 00:00:00,102.67640443539987,107.50397147451058,4.827567039110704,103,0,97.84883739628917,100.90799187860453,2007-08-01 00:00:00,False,True,102.67640443539987,96.85679535806396,10,337.1333719480036,2007-08-16 00:00:00,100.90799187860453,trailing_stop,0.6780101668103847,True
short,2007-08-09 00:00:00,104.14696737986375,109.6397134379065,5.492746058042741,90,0,98.65422132182101,100.90799187860453,2007-08-06 00:00:00,False,True,104.14696737986375,96.85679535806396,6,392.02747016858825,2007-08-16 00:00:00,100.90799187860453,trailing_stop,0.7930206009201757,True
long,2007-09-21 00:00:00,108.49251954979195,103.57052893979868,4.921990609993273,101,0,113.41451015978522,103.57052893979868,2007-09-19 00:00:00,False,False,109.92478292321012,108.49251954979195,10,85.74867911176001,2007-10-04 00:00:00,109.35151637268066,time_stop,0.17249054095409447,True
long,2007-10-09 00:00:00,110.538520592827,106.57030205197127,3.9682185408557302,126,0,114.50673913368273,106.57030205197127,2007-10-05 00:00:00,False,False,111.89244383457869,110.538520592827,9,-501.255536147822,2007-10-19 00:00:00,106.57030205197127,stop,-1.0025200224980158,True
long,2007-10-17 00:00:00,110.09809285421026,106.06783105952023,4.030261794690034,124,0,114.1283546489003,106.06783105952023,2007-10-11 00:00:00,False,False,111.15362027762876,110.09809285421026,4,-541.5362639784779,2007-10-22 00:00:00,105.74086491889996,stop_gap,-1.083608995590369,True
short,2007-11-15 00:00:00,104.10419560036671,109.51414182521417,5.4099462248474595,91,0,98.69424937551925,109.51414182521417,2007-11-12 00:00:00,False,False,104.10419560036671,99.91609243018988,10,-46.00766718639274,2007-11-29 00:00:00,104.59977436065674,time_stop,-0.09345356483728921,True
short,2007-11-26 00:00:00,101.34518529204443,107.02122310225485,5.676037810210417,87,0,95.66914748183402,107.02122310225485,2007-11-21 00:00:00,False,False,101.34518529204443,99.91609243018988,9,-494.6852894883063,2007-12-06 00:00:00,107.02122310225485,stop,-1.0017617923513495,True
short,2008-01-11 00:00:00,99.50517776864802,105.00108971847214,5.495911949824119,89,0,94.0092658188239,94.19220823775275,2008-01-09 00:00:00,False,True,99.50517776864802,89.97757056080953,7,480.01375468254855,2008-01-22 00:00:00,94.19220823775275,trailing_stop,0.9813499603343937,True
short,2008-01-25 00:00:00,95.17767826172775,101.97289575973343,6.795217498005684,73,0,88.38246076372207,101.97289575973343,2008-01-23 00:00:00,False,False,95.17767826172775,94.06939958270216,10,-38.00206409953223,2008-02-07 00:00:00,95.68825448226929,time_stop,-0.07660920650359172,True
short,2008-03-13 00:00:00,92.54553080600627,98.72435309604121,6.178822290034944,80,0,86.36670851597133,98.72435309604121,2008-03-10 00:00:00,False,False,92.54553080600627,90.02754047980623,10,-224.0599012421531,2008-03-27 00:00:00,95.33627957153318,time_stop,-0.45328197414641525,True
short,2008-06-26 00:00:00,94.16131949465253,98.7424248494084,4.581105354755863,108,0,89.58021413989667,90.11007152816353,2008-06-24 00:00:00,False,True,94.16131949465253,86.56232828926153,15,457.23811295605736,2008-07-17 00:00:00,90.25505238725918,trailing_stop_gap,0.9241625990285106,True
short,2008-07-22 00:00:00,90.25222304550715,95.50739867295351,5.255175627446363,94,0,84.99704741806079,95.50739867295351,2008-07-16 00:00:00,False,False,90.25222304550715,89.01450760714548,10,4.729544265343148,2008-08-04 00:00:00,90.19190874481201,time_stop,0.009574237715741006,True
