entry_date,setup_date,direction,entry_price,exit_price,exit_date,exit_reason,bars_held,r_multiple,first_target_hit,initial_risk
2005-03-21 00:00:00,2005-03-17 00:00:00,short,15.217773444453679,14.748456972773454,2005-03-31 00:00:00,trailing_stop,8,0.8544229181763695,True,0.633576809850819
2005-04-04 00:00:00,2005-03-30 00:00:00,short,14.81607088573798,14.2453736743927,2005-04-15 00:00:00,time_stop,10,0.7478823728303707,False,0.7497130988972422
2005-04-20 00:00:00,2005-04-18 00:00:00,short,14.469768915120225,14.691037641048432,2005-05-03 00:00:00,time_stop,10,-0.2865095867842733,False,0.8071936737751813
2005-06-14 00:00:00,2005-06-10 00:00:00,long,15.548658762274055,15.673918954372406,2005-06-27 00:00:00,time_stop,10,0.17673951996795564,False,0.6521472510463315
2005-06-22 00:00:00,2005-06-17 00:00:00,long,15.976082822592554,15.348816495802495,2005-06-30 00:00:00,stop,7,-1.0159421916543383,False,0.6272663267900587
2005-07-19 00:00:00,2005-07-15 00:00:00,long,16.3688373324707,17.063035577543143,2005-08-05 00:00:00,trailing_stop,14,1.0493733792828326,True,0.6191714547329603
2005-07-27 00:00:00,2005-07-25 00:00:00,long,16.599423830950364,17.063035577543143,2005-08-05 00:00:00,trailing_stop,8,1.0074704495361926,True,0.5951080894682974
2005-08-09 00:00:00,2005-08-05 00:00:00,long,17.16714064734405,16.937451796531676,2005-08-22 00:00:00,time_stop,10,-0.3623665395084852,False,0.661454148436242
2005-09-15 00:00:00,2005-09-13 00:00:00,long,17.835152957706338,18.26437513065338,2005-09-28 00:00:00,time_stop,10,0.6029870774030593,False,0.6952423835557902
2005-09-26 00:00:00,2005-09-22 00:00:00,long,18.081355709469882,17.361864556325482,2005-10-06 00:00:00,stop,9,-1.0138987115495401,False,0.7194911531443999
2005-10-12 00:00:00,2005-10-06 00:00:00,short,17.683928777753824,17.125504171718745,2005-10-19 00:00:00,trailing_stop,6,0.921492391934695,True,0.9572287955457455
2005-10-18 00:00:00,2005-10-14 00:00:00,short,17.050589725968457,17.396421601295472,2005-10-31 00:00:00,time_stop,10,-0.35262416171300587,False,1.00909669263282
2005-10-25 00:00:00,2005-10-20 00:00:00,short,16.90842625959983,18.084619864684527,2005-11-03 00:00:00,stop,8,-1.0085020016745287,False,1.1761936050846984
2005-12-12 00:00:00,2005-12-07 00:00:00,long,19.088381800680285,19.681785501480103,2005-12-23 00:00:00,time_stop,10,0.6488615530230294,False,0.8991189231073342
2005-12-19 00:00:00,2005-12-13 00:00:00,long,19.31147701618485,20.616457385870774,2006-01-17 00:00:00,trailing_stop,19,1.250656120236236,True,0.8564138111492383
2005-12-29 00:00:00,2005-12-27 00:00:00,long,19.677299471272907,20.616457385870774,2006-01-17 00:00:00,trailing_stop,12,1.074162670717607,True,0.8004333627690166
2006-01-19 00:00:00,2006-01-13 00:00:00,long,20.7985582442664,21.70319712341803,2006-02-02 00:00:00,trailing_stop,11,0.9332314601162669,True,1.0209771918620802
2006-01-24 00:00:00,2006-01-20 00:00:00,long,21.16240646362305,21.70319712341803,2006-02-02 00:00:00,trailing_stop,8,0.7318998167823446,True,1.1201332252859615
2006-02-06 00:00:00,2006-02-02 00:00:00,long,21.76721596359249,21.832545978546143,2006-02-17 00:00:00,time_stop,10,0.04711868372178363,False,1.174269113295967
2006-03-14 00:00:00,2006-03-08 00:00:00,short,20.849330761104223,21.816774899482727,2006-03-27 00:00:00,time_stop,10,-0.7093358037278753,False,1.3779709599340677
2006-04-13 00:00:00,2006-04-05 00:00:00,long,22.468281490691172,23.0363509467552,2006-04-25 00:00:00,trailing_stop,8,0.7964734198289779,True,1.229211383576306
2006-04-26 00:00:00,2006-04-21 00:00:00,long,23.453574441159493,24.558023530960078,2006-05-09 00:00:00,time_stop,10,0.8499612944461016,False,1.2876457986405256
2006-05-17 00:00:00,2006-05-15 00:00:00,short,22.227121643432522,21.564818909859916,2006-05-23 00:00:00,trailing_stop,5,0.7225341387734706,True,1.4431555021462117
2006-05-30 00:00:00,2006-05-25 00:00:00,short,20.969812496795118,19.322611955437033,2006-06-15 00:00:00,trailing_stop,13,0.9249137691874287,True,1.9135854016964267
2006-06-05 00:00:00,2006-05-30 00:00:00,short,21.067120955619302,19.322611955437033,2006-06-15 00:00:00,trailing_stop,9,0.9494553053053366,True,1.9184432576791224
2006-06-19 00:00:00,2006-06-14 00:00:00,short,19.286824505456767,20.77682647418976,2006-06-30 00:00:00,time_stop,10,-0.7328879055661424,False,2.046700398984303
2006-10-18 00:00:00,2006-10-16 00:00:00,long,22.567801318290172,22.90018625354767,2006-10-31 00:00:00,time_stop,10,0.2706972755290873,False,1.1909426669602965
2006-10-20 00:00:00,2006-10-18 00:00:00,long,22.70270849102663,22.741038496017456,2006-11-02 00:00:00,time_stop,10,0.024719005613919886,False,1.146081902860704
2006-11-07 00:00:00,2006-11-03 00:00:00,long,23.407126363677527,23.556695298194885,2006-11-20 00:00:00,time_stop,10,0.1258854660787501,False,1.1086977620597445
2006-11-09 00:00:00,2006-11-07 00:00:00,long,23.485588356637873,24.10046395778656,2006-11-22 00:00:00,time_stop,10,0.549628423323564,False,1.1005173231235865
2006-11-14 00:00:00,2006-11-09 00:00:00,long,23.67135952682069,23.777732261657714,2006-11-28 00:00:00,time_stop,10,0.0912820995238321,False,1.0557681663737633
2006-11-20 00:00:00,2006-11-16 00:00:00,long,23.68135787963868,24.44938191025087,2006-12-12 00:00:00,trailing_stop,16,0.8756723218993915,True,0.9950050114246203
2006-11-29 00:00:00,2006-11-27 00:00:00,long,23.95886231157124,24.44938191025087,2006-12-12 00:00:00,trailing_stop,10,0.7259408770669881,True,1.0388421465605866
2006-12-04 00:00:00,2006-11-30 00:00:00,long,24.466459586249368,25.110634050369264,2006-12-15 00:00:00,time_stop,10,0.5874270191864853,False,1.0795800046755595
2006-12-14 00:00:00,2006-12-07 00:00:00,long,24.739539138425773,25.642869020462037,2006-12-28 00:00:00,time_stop,10,0.8679528127929443,False,1.0292378443496943
2006-12-20 00:00:00,2006-12-18 00:00:00,long,25.062322194359933,25.457660828221428,2007-01-04 00:00:00,trailing_stop,9,0.6815355605859436,True,1.0303918406703971
2007-01-30 00:00:00,2007-01-24 00:00:00,long,25.29886539884229,25.416444584846495,2007-02-12 00:00:00,time_stop,10,0.08728616050182764,False,1.2324884653616337
2007-03-13 00:00:00,2007-03-05 00:00:00,short,25.053539323475828,26.222835013389588,2007-03-26 00:00:00,time_stop,10,-0.6448565980566996,False,1.828771999026781
2007-04-11 00:00:00,2007-04-09 00:00:00,long,27.3390058104566,27.496923905372622,2007-04-24 00:00:00,time_stop,10,0.10207999182070157,False,1.4490410145783628
2007-04-13 00:00:00,2007-04-11 00:00:00,long,27.48703192103033,27.76371053504944,2007-04-26 00:00:00,time_stop,10,0.18369944820758624,False,1.4517115681139998
2007-04-20 00:00:00,2007-04-17 00:00:00,long,27.68666085263128,27.97220913887024,2007-05-03 00:00:00,time_stop,10,0.19385007347702027,False,1.4214505122260093
2007-06-28 00:00:00,2007-06-20 00:00:00,long,29.450702862349434,31.055009802992377,2007-07-18 00:00:00,trailing_stop,14,1.0149223264932448,True,1.5385780336183075
2007-07-12 00:00:00,2007-07-10 00:00:00,long,31.167839105547365,31.364200496673583,2007-07-25 00:00:00,time_stop,10,0.11971858004423777,False,1.5566622245047839
2007-07-19 00:00:00,2007-07-17 00:00:00,long,31.543440163620144,30.02154321774074,2007-07-26 00:00:00,stop,6,-1.0065707471370353,False,1.521896945879405
2007-08-01 00:00:00,2007-07-26 00:00:00,short,29.35565212308849,28.15952713394165,2007-08-14 00:00:00,time_stop,10,0.5389771562799424,False,2.200696217504941
2007-08-09 00:00:00,2007-08-06 00:00:00,short,29.431924883734403,27.58918429883711,2007-08-17 00:00:00,trailing_stop_gap,7,0.8656083195967392,True,2.4927504205973072
2007-10-05 00:00:00,2007-10-03 00:00:00,long,34.47404581985156,35.64623809432983,2007-10-18 00:00:00,time_stop,10,0.4593908627569515,False,2.529855007353831
2007-10-17 00:00:00,2007-10-15 00:00:00,long,35.49462677001953,36.677513885498044,2007-10-30 00:00:00,time_stop,10,0.46060729036375014,False,2.5463928600701564
2007-10-31 00:00:00,2007-10-29 00:00:00,long,37.02211667490031,34.22985680501025,2007-11-08 00:00:00,stop,7,-1.003581328553203,False,2.79225986989006
2007-11-15 00:00:00,2007-11-12 00:00:00,short,34.469753556801734,34.35785332489014,2007-11-29 00:00:00,time_stop,10,0.029095165277829804,False,3.502308061788007
