date,adj_close
1993-01-29,24.17537498
1993-02-01,24.34732056
1993-02-02,24.39890099
1993-02-03,24.65682030
1993-02-04,24.75999451
1993-02-05,24.74279594
1993-02-08,24.74279594
1993-02-09,24.57085609
1993-02-10,24.60524559
1993-02-11,24.72559547
1993-02-12,24.53645706
1993-02-16,23.91746330
1993-02-17,23.90026855
1993-02-18,23.88308907
1993-02-19,23.96903801
1993-02-22,24.05502319
1993-02-23,24.03782654
1993-02-24,24.34732056
1993-02-25,24.39890099
1993-02-26,24.43330574
1993-03-01,24.36451912
1993-03-02,24.72559547
1993-03-03,24.82877350
1993-03-04,24.69120979
1993-03-05,24.62242889
1993-03-08,25.17266273
1993-03-09,25.08668137
1993-03-10,25.13827705
1993-03-11,25.06949234
1993-03-12,24.81157494
1993-03-15,24.93193436
1993-03-16,24.93193436
1993-03-17,24.77718544
1993-03-18,24.93193436
1993-03-19,24.89421463
1993-03-22,24.75600052
1993-03-23,24.80781364
1993-03-24,24.80781364
1993-03-25,24.96331596
1993-03-26,24.82508469
1993-03-29,24.92875481
1993-03-30,24.99786186
1993-03-31,24.98058128
1993-04-01,24.89421463
1993-04-02,24.37595177
1993-04-05,24.49686813
1993-04-06,24.42776299
1993-04-07,24.51413155
1993-04-08,24.47958183
1993-04-12,24.82508469
1993-04-13,24.87692451
1993-04-14,24.84236717
1993-04-15,24.84236717
1993-04-16,24.84236717
1993-04-19,24.73872566
1993-04-20,24.61779022
1993-04-21,24.60052299
1993-04-22,24.28956223
1993-04-23,24.18589973
1993-04-26,23.99587822
1993-04-27,24.25500870
1993-04-28,24.20317841
1993-04-29,24.30684280
1993-04-30,24.34137154
1993-05-03,24.49686813
1993-05-04,24.58323860
1993-05-05,24.65236092
1993-05-06,24.56596947
1993-05-07,24.51413155
1993-05-10,24.56596947
1993-05-11,24.66962242
1993-05-12,24.63508034
1993-05-13,24.34137154
1993-05-14,24.32411194
1993-05-17,24.41048050
1993-05-18,24.39320564
1993-05-19,24.89421463
1993-05-20,24.96331596
1993-05-21,24.73872566
1993-05-24,24.84236717
1993-05-25,24.89421463
1993-05-26,25.20516968
1993-05-27,25.11879921
1993-05-28,24.99786186
1993-06-01,25.23971939
1993-06-02,25.20516968
1993-06-03,25.11879921
1993-06-04,25.03241920
1993-06-07,24.94604111
1993-06-08,24.72145271
1993-06-09,24.80781364
1993-06-10,24.82508469
1993-06-11,24.92875481
1993-06-14,24.89421463
1993-06-15,24.84236717
1993-06-16,24.89421463
1993-06-17,24.98058128
1993-06-18,24.77487373
1993-06-21,24.82707596
1993-06-22,24.84446716
1993-06-23,24.61828041
1993-06-24,24.94884872
1993-06-25,24.93145180
1993-06-28,25.20983315
1993-06-29,25.08803749
1993-06-30,25.08803749
1993-07-01,25.01842880
1993-07-02,24.87925911
1993-07-06,24.61828041
1993-07-07,24.68787003
1993-07-08,24.96623611
1993-07-09,25.03583717
1993-07-12,25.01842880
1993-07-13,25.00102806
1993-07-14,25.08803749
1993-07-15,24.98364067
1993-07-16,24.91406059
1993-07-19,24.89664268
1993-07-20,24.96623611
1993-07-21,24.94884872
1993-07-22,24.77487373
1993-07-23,24.89664268
1993-07-26,25.03583717
1993-07-27,25.01842880
1993-07-28,24.96623611
1993-07-29,25.10543060
1993-07-30,24.96623611
1993-08-02,25.03583717
1993-08-03,25.05323219
1993-08-04,25.05323219
1993-08-05,25.00102806
1993-08-06,25.03583717
1993-08-09,25.17502594
1993-08-10,25.15760803
1993-08-11,25.15760803
1993-08-12,25.08803749
1993-08-13,25.12282753
1993-08-16,25.26202774
1993-08-17,25.34900093
1993-08-18,25.48818588
1993-08-19,25.48818588
1993-08-20,25.50558472
1993-08-23,25.45339203
1993-08-24,25.73176384
1993-08-25,25.74916840
1993-08-26,25.76655960
1993-08-27,25.74916840
1993-08-30,25.85355759
1993-08-31,25.92314148
1993-09-01,25.88832855
1993-09-02,25.80136490
1993-09-03,25.81875992
1993-09-07,25.64476204
1993-09-08,25.55778122
1993-09-09,25.60998726
1993-09-10,25.83614922
1993-09-13,25.85355759
1993-09-14,25.74916840
1993-09-15,25.81875992
1993-09-16,25.71436310
1993-09-17,25.66452026
1993-09-20,25.45442581
1993-09-21,25.36690521
1993-09-22,25.57697868
1993-09-23,25.71700859
1993-09-24,25.64700699
1993-09-27,25.92709923
1993-09-28,25.87457085
1993-09-29,25.78705025
1993-09-30,25.73454475
1993-10-01,25.85707283
1993-10-04,25.89210129
1993-10-05,25.85707283
1993-10-06,25.83957672
1993-10-07,25.76955223
1993-10-08,25.80456161
1993-10-11,25.85707283
1993-10-12,25.89210129
1993-10-13,25.89210129
1993-10-14,26.22471428
1993-10-15,26.36476898
1993-10-18,26.29475212
1993-10-19,26.10218048
1993-10-20,26.13717079
1993-10-21,26.10218048
1993-10-22,25.97962761
1993-10-25,26.04964256
1993-10-26,26.03213882
1993-10-27,26.04964256
1993-10-28,26.24222183
1993-10-29,26.24222183
1993-11-01,26.31224823
1993-11-02,26.29475212
1993-11-03,25.96211243
1993-11-04,25.68202019
1993-11-05,25.80456161
1993-11-08,25.83957672
1993-11-09,25.85707283
1993-11-10,26.04964256
1993-11-11,25.97962761
1993-11-12,26.10218048
1993-11-15,26.08467293
1993-11-16,26.20721436
1993-11-17,26.06716156
1993-11-18,25.99713516
1993-11-19,25.94461441
1993-11-22,25.78705025
1993-11-23,25.92709923
1993-11-24,26.03213882
1993-11-26,26.04964256
1993-11-29,25.94461441
1993-11-30,25.96211243
1993-12-01,25.99713516
1993-12-02,26.06716156
1993-12-03,26.17219734
1993-12-06,26.25972366
1993-12-07,26.24222183
1993-12-08,26.24222183
1993-12-09,26.15469551
1993-12-10,26.10218048
1993-12-13,26.25972366
1993-12-14,26.06716156
1993-12-15,26.03213882
1993-12-16,26.11966324
1993-12-17,26.26323891
1993-12-20,26.29847336
1993-12-21,26.21034431
1993-12-22,26.38662148
1993-12-23,26.36898804
1993-12-27,26.51000023
1993-12-28,26.56286621
1993-12-29,26.52761841
1993-12-30,26.42186737
1993-12-31,26.28087044
1994-01-03,26.21034431
1994-01-04,26.31609535
1994-01-05,26.36898804
1994-01-06,26.36898804
1994-01-07,26.52761841
1994-01-10,26.84490395
1994-01-11,26.79200554
1994-01-12,26.70388031
1994-01-13,26.63337708
1994-01-14,26.73913193
1994-01-17,26.73913193
1994-01-18,26.77437973
1994-01-19,26.70388031
1994-01-20,26.77437973
1994-01-21,26.72150421
1994-01-24,26.61575699
1994-01-25,26.61575699
1994-01-26,26.68626785
1994-01-27,26.93302345
1994-01-28,27.00352859
1994-01-31,27.19741821
1994-02-01,27.05640793
1994-02-02,27.23266411
1994-02-03,27.10930443
1994-02-04,26.49236107
1994-02-07,26.61575699
1994-02-08,26.63337708
1994-02-09,26.73913193
1994-02-10,26.51000023
1994-02-11,26.59812546
1994-02-14,26.63337708
1994-02-15,26.77437973
1994-02-16,26.75675964
1994-02-17,26.59812546
1994-02-18,26.43948555
1994-02-22,26.70388031
1994-02-23,26.63337708
1994-02-24,26.28087044
1994-02-25,26.40423584
1994-02-28,26.40423584
1994-03-01,26.29847336
1994-03-02,26.33373451
1994-03-03,26.26323891
1994-03-04,26.33373451
1994-03-07,26.47474861
1994-03-08,26.36898804
1994-03-09,26.49236107
1994-03-10,26.28087044
1994-03-11,26.42186737
1994-03-14,26.45711136
1994-03-15,26.43948555
1994-03-16,26.65100670
1994-03-17,26.65100670
1994-03-18,26.64518738
1994-03-21,26.57428360
1994-03-22,26.64518738
1994-03-23,26.62747765
1994-03-24,26.30835915
1994-03-25,26.06017685
1994-03-28,26.09562302
1994-03-29,25.58152199
1994-03-30,25.22695732
1994-03-31,25.29787254
1994-04-04,24.90784264
1994-04-05,25.42195892
1994-04-06,25.42195892
1994-04-07,25.54606247
1994-04-08,25.35103798
1994-04-11,25.45740509
1994-04-12,25.42195892
1994-04-13,25.28899574
1994-04-14,25.29787254
1994-04-15,25.29787254
1994-04-18,25.12944794
1994-04-19,25.16489983
1994-04-20,25.13830948
1994-04-21,25.47513199
1994-04-22,25.44854164
1994-04-25,25.71447372
1994-04-26,25.68788910
1994-04-28,25.50173759
1994-04-29,25.58152199
1994-05-02,25.74106216
1994-05-03,25.71447372
1994-05-04,25.67014503
1994-05-05,25.63470078
1994-05-06,25.38650703
1994-05-09,25.16489983
1994-05-10,25.35991669
1994-05-11,25.12944794
1994-05-12,25.25354195
1994-05-13,25.25354195
1994-05-16,25.26241302
1994-05-17,25.63470078
1994-05-18,25.82082939
1994-05-19,25.94493675
1994-05-20,25.84742546
1994-05-23,25.80311775
1994-05-24,25.90948105
1994-05-25,25.98038673
1994-05-26,25.99811554
1994-05-27,26.02470779
1994-05-31,25.98926163
1994-06-01,26.10449219
1994-06-02,26.07787514
1994-06-03,26.22858620
1994-06-06,26.21972084
1994-06-07,26.18425369
1994-06-08,25.97153091
1994-06-09,26.11335754
1994-06-10,26.15767097
1994-06-13,26.19312859
1994-06-14,26.39699936
1994-06-15,26.29062653
1994-06-16,26.34381676
1994-06-17,26.19676208
1994-06-20,25.97368813
1994-06-21,25.75065231
1994-06-22,25.84879303
1994-06-23,25.69710159
1994-06-24,25.16174316
1994-06-27,25.59895134
1994-06-28,25.47403145
1994-06-29,25.55434418
1994-06-30,25.39374542
1994-07-01,25.44726562
1994-07-05,25.58111382
1994-07-06,25.54542351
1994-07-07,25.65250015
1994-07-08,25.64355850
1994-07-11,25.55434418
1994-07-12,25.59003639
1994-07-13,25.63465500
1994-07-14,25.91124725
1994-07-15,25.92017555
1994-07-18,25.96476936
1994-07-19,25.91124725
1994-07-20,25.79525375
1994-07-21,25.84879303
1994-07-22,25.89340019
1994-07-25,25.92909622
1994-07-26,25.90232658
1994-07-27,25.90232658
1994-07-28,25.95584679
1994-07-29,26.21460724
1994-08-01,26.33952904
1994-08-02,26.37523270
1994-08-03,26.38415527
1994-08-04,26.23245621
1994-08-05,26.14323807
1994-08-08,26.20569038
1994-08-09,26.25030518
1994-08-10,26.34844017
1994-08-11,26.25030518
1994-08-12,26.45552063
1994-08-15,26.44660568
1994-08-16,26.63397217
1994-08-17,26.61613846
1994-08-18,26.52690506
1994-08-19,26.50907135
1994-08-22,26.48229980
1994-08-23,26.63397217
1994-08-24,26.91949463
1994-08-25,26.84813118
1994-08-26,27.23178101
1994-08-29,27.21394730
1994-08-30,27.28533936
1994-08-31,27.21394730
1994-09-01,27.12473679
1994-09-02,27.00872612
1994-09-06,27.01764679
1994-09-07,26.99087334
1994-09-08,27.12473679
1994-09-09,26.83919144
1994-09-12,26.75889397
1994-09-13,26.83919144
1994-09-14,26.86594772
1994-09-15,27.20502472
1994-09-16,27.01142120
1994-09-19,27.03834724
1994-09-20,26.52667618
1994-09-21,26.52667618
1994-09-22,26.46382523
1994-09-23,26.37404442
1994-09-26,26.50869370
1994-09-27,26.49073982
1994-09-28,26.69721794
1994-09-29,26.56257248
1994-09-30,26.52667618
1994-10-03,26.46382523
1994-10-04,26.06883621
1994-10-05,26.07781792
1994-10-06,25.99702454
1994-10-07,26.11371231
1994-10-10,26.39200401
1994-10-11,26.78699303
1994-10-12,26.82288933
1994-10-13,26.91267204
1994-10-14,27.02935028
1994-10-17,26.97550583
1994-10-18,26.91267204
1994-10-19,27.03834724
1994-10-20,26.85879707
1994-10-21,26.75107765
1994-10-24,26.52667618
1994-10-25,26.55359840
1994-10-26,26.65234184
1994-10-27,26.81390953
1994-10-28,27.37946129
1994-10-31,27.28073311
1994-11-01,26.97550583
1994-11-02,26.82288933
1994-11-03,26.96653366
1994-11-04,26.61642075
1994-11-07,26.69721794
1994-11-08,26.90369415
1994-11-09,26.94855499
1994-11-10,26.76005936
1994-11-11,26.66131592
1994-11-14,26.91267204
1994-11-15,26.82288933
1994-11-16,26.91267204
1994-11-17,26.73312950
1994-11-18,26.69721794
1994-11-21,26.42791748
1994-11-22,25.85339546
1994-11-23,25.99702454
1994-11-25,26.12269020
1994-11-28,26.23940277
1994-11-29,26.23041534
1994-11-30,26.19452667
1994-12-01,25.93419266
1994-12-02,26.17655373
1994-12-05,26.20348930
1994-12-06,26.22144699
1994-12-07,26.03294182
1994-12-08,25.78156853
1994-12-09,25.88031006
1994-12-12,26.05088425
1994-12-13,26.14962578
1994-12-14,26.28427696
1994-12-15,26.36507607
1994-12-16,26.49385071
1994-12-19,26.53005028
1994-12-20,26.44860268
1994-12-21,26.72912216
1994-12-22,26.64766502
1994-12-23,26.67482948
1994-12-27,26.81959915
1994-12-28,26.68387604
1994-12-29,26.70195580
1994-12-30,26.38526917
1995-01-03,26.51194763
1995-01-04,26.63862610
1995-01-05,26.63862610
1995-01-06,26.66577148
1995-01-09,26.69291878
1995-01-10,26.72005081
1995-01-11,26.73817635
1995-01-12,26.74722099
1995-01-13,27.06390953
1995-01-16,27.22677231
1995-01-17,27.23581696
1995-01-18,27.20869446
1995-01-19,27.05484772
1995-01-20,26.95532417
1995-01-23,27.03676224
1995-01-24,27.07296371
1995-01-25,27.14534187
1995-01-26,27.17249489
1995-01-27,27.28107643
1995-01-30,27.16342735
1995-01-31,27.27201653
1995-02-01,27.26296997
1995-02-02,27.42585373
1995-02-03,27.81492424
1995-02-06,27.93255424
1995-02-07,27.96875381
1995-02-08,27.96875381
1995-02-09,27.96875381
1995-02-10,28.00494003
1995-02-13,28.01398659
1995-02-14,28.05018044
1995-02-15,28.20401192
1995-02-16,28.16780281
1995-02-17,28.05924606
1995-02-21,28.05018044
1995-02-22,28.25829506
1995-02-23,28.30354881
1995-02-24,28.37594223
1995-02-27,28.14972878
1995-02-28,28.38497734
1995-03-01,28.20401192
1995-03-02,28.24020195
1995-03-03,28.24925804
1995-03-06,28.26734352
1995-03-07,28.05018044
1995-03-08,28.12255859
1995-03-09,28.11352348
1995-03-10,28.52975464
1995-03-13,28.50261116
1995-03-14,28.71072578
1995-03-15,28.65642166
1995-03-16,28.82835197
1995-03-17,28.85702515
1995-03-20,28.85702515
1995-03-21,28.78424644
1995-03-22,28.81154251
1995-03-23,28.82973289
1995-03-24,29.23911095
1995-03-27,29.35738373
1995-03-28,29.35738373
1995-03-29,29.34828949
1995-03-30,29.29370117
1995-03-31,29.17545319
1995-04-03,29.24822235
1995-04-04,29.43925285
1995-04-05,29.43925285
1995-04-06,29.54843712
1995-04-07,29.52114105
1995-04-10,29.57572174
1995-04-11,29.47566032
1995-04-12,29.57572174
1995-04-13,29.73947334
1995-04-17,29.56660843
1995-04-18,29.46655083
1995-04-19,29.43925285
1995-04-20,29.48475456
1995-04-21,29.63030434
1995-04-24,29.97601509
1995-04-25,29.89412498
1995-04-26,29.92141151
1995-04-27,29.99419594
1995-04-28,30.03969002
1995-05-01,29.95780945
1995-05-02,30.02149391
1995-05-03,30.43998909
1995-05-04,30.42178535
1995-05-05,30.38539505
1995-05-08,30.60374069
1995-05-09,30.57645416
1995-05-10,30.61283302
1995-05-11,30.69471169
1995-05-12,30.71289635
1995-05-15,30.85844994
1995-05-16,30.87665749
1995-05-17,30.75839615
1995-05-18,30.31261063
1995-05-19,30.33080673
1995-05-22,30.66740608
1995-05-23,30.94943237
1995-05-24,30.93124580
1995-05-25,30.95853424
1995-05-26,30.60374069
1995-05-30,30.59463692
1995-05-31,31.23145485
1995-06-01,31.14957237
1995-06-02,31.17687035
1995-06-05,31.36791039
1995-06-06,31.31332970
1995-06-07,31.14957237
1995-06-08,31.07680893
1995-06-09,30.89485359
1995-06-12,31.06769753
1995-06-13,31.40430641
1995-06-14,31.37700653
1995-06-15,31.51347923
1995-06-16,31.60704422
1995-06-19,31.96390915
1995-06-20,31.88156509
1995-06-21,31.86326790
1995-06-22,32.28419495
