civil_date,total_row_count,rows_from_offset_0,rows_from_offset_minus_1,rows_from_offset_minus_7,rows_from_offset_minus_30,rows_from_offset_minus_365,rows_from_offset_minus_3650,rows_from_offset_plus_1,t0_file_status,expected_contributing_files_count,available_contributing_files_count,coverage_quality_flag,coverage_completeness,represented_only,documented_exception_label
2015-07-17,208715,204237,863,1830,735,1050,0,0,present,5,5,full,1.0,False,
2015-07-18,131685,127314,573,1324,1338,1136,0,0,present,5,5,full,1.0,False,
2015-07-19,121629,115793,1035,1396,1487,1918,0,0,present,5,5,full,1.0,False,
2015-07-20,200515,193440,1386,2603,1322,1764,0,0,present,5,5,full,1.0,False,
2015-07-21,215990,208262,1573,2601,1479,2075,0,0,present,5,5,full,1.0,False,
2015-07-22,218713,211693,1407,2171,1395,2047,0,0,present,5,5,full,1.0,False,
2015-07-23,219484,213616,1437,1787,807,1837,0,0,present,5,5,full,1.0,False,
2015-07-24,210821,206516,776,1592,1006,931,0,0,present,5,5,full,1.0,False,
2015-07-25,135462,131521,723,1013,1231,974,0,0,present,5,5,full,1.0,False,
2015-07-26,123876,117957,1212,1066,1650,1991,0,0,present,5,5,full,1.0,False,
2015-07-27,201433,194271,1519,2202,1493,1948,0,0,present,5,5,full,1.0,False,
2015-07-28,220820,213736,1561,2122,1489,1912,0,0,present,5,5,full,1.0,False,
2015-07-29,232278,225126,1566,2112,1290,2184,0,0,present,5,5,full,1.0,False,
2015-07-30,227377,221311,1373,1819,832,2042,0,0,present,5,5,full,1.0,False,
2015-07-31,214529,210273,817,1596,619,1224,0,0,present,5,5,full,1.0,False,
2015-08-01,138411,134920,621,1062,904,904,0,0,present,5,5,full,1.0,False,
2015-08-02,123329,118324,1011,1050,1103,1841,0,0,present,5,5,full,1.0,False,
2015-08-03,193374,187175,1310,1944,1147,1798,0,0,present,5,5,full,1.0,False,
2015-08-04,210086,202927,1373,2261,1492,2033,0,0,present,5,5,full,1.0,False,
2015-08-05,222253,215187,1415,2165,1203,2283,0,0,present,5,5,full,1.0,False,
2015-08-06,219221,213367,1475,1751,828,1800,0,0,present,5,5,full,1.0,False,
2015-08-07,208033,204019,864,1505,577,1068,0,0,present,5,5,full,1.0,False,
2015-08-08,134253,130444,724,878,1166,1041,0,0,present,5,5,full,1.0,False,
2015-08-09,119149,113721,960,1004,1613,1851,0,0,present,5,5,full,1.0,False,
2015-08-10,190149,183411,1205,2089,1509,1935,0,0,present,5,5,full,1.0,False,
2015-08-11,208279,201092,1319,2363,1490,2015,0,0,present,5,5,full,1.0,False,
2015-08-12,211567,204728,1351,2103,1324,2061,0,0,present,5,5,full,1.0,False,
2015-08-13,216701,210474,1273,1735,983,2236,0,0,present,5,5,full,1.0,False,
2015-08-14,202993,198496,808,1573,945,1171,0,0,present,5,5,full,1.0,False,
2015-08-15,132269,128045,751,1103,1326,1044,0,0,present,5,5,full,1.0,False,
2015-08-16,123364,117228,991,1958,1371,1816,0,0,present,5,5,full,1.0,False,
2015-08-17,190506,183488,1629,2138,1219,2032,0,0,present,5,5,full,1.0,False,
2015-08-18,208829,202000,1397,2250,1209,1973,0,0,present,5,5,full,1.0,False,
2015-08-19,217895,211578,1261,2076,1097,1883,0,0,present,5,5,full,1.0,False,
2015-08-20,214324,208243,1500,1930,724,1927,0,0,present,5,5,full,1.0,False,
2015-08-21,204955,200836,826,1587,624,1082,0,0,present,5,5,full,1.0,False,
2015-08-22,136413,132006,1119,1051,999,1238,0,0,present,5,5,full,1.0,False,
2015-08-23,191677,186544,1132,1161,1049,1791,0,0,present,5,5,full,1.0,False,
2015-08-24,195593,188537,1381,2222,1253,2200,0,0,present,5,5,full,1.0,False,
2015-08-25,211956,205418,1543,2051,967,1977,0,0,present,5,5,full,1.0,False,
2015-08-26,220478,213824,1528,2265,885,1976,0,0,present,5,5,full,1.0,False,
2015-08-27,215774,209638,1515,2026,546,2049,0,0,present,5,5,full,1.0,False,
2015-08-28,206447,202028,942,1966,436,1075,0,0,present,5,5,full,1.0,False,
2015-08-29,136356,132478,833,1114,916,1015,0,0,present,5,5,full,1.0,False,
2015-08-30,123708,118605,956,1117,1331,1699,0,0,present,5,5,full,1.0,False,
2015-08-31,192320,185800,1358,2019,906,2237,0,0,present,5,5,full,1.0,False,
2015-09-01,220952,213803,1516,2335,972,2326,0,0,present,5,5,full,1.0,False,
2015-09-02,225155,218271,1373,2252,980,2279,0,0,present,5,5,full,1.0,False,
2015-09-03,225796,219428,1368,1902,650,2448,0,0,present,5,5,full,1.0,False,
2015-09-04,215263,210690,921,1658,616,1378,0,0,present,5,5,full,1.0,False,
2015-09-05,140439,136206,718,1185,1105,1225,0,0,present,5,5,full,1.0,False,
2015-09-06,128340,122618,1008,1371,1566,1777,0,0,present,5,5,full,1.0,False,
2015-09-07,178979,170977,1626,2352,1811,2213,0,0,present,5,5,full,1.0,False,
2015-09-08,226556,217653,1575,2718,1816,2794,0,0,present,5,5,full,1.0,False,
2015-09-09,242459,234201,1624,2783,1514,2337,0,0,present,5,5,full,1.0,False,
2015-09-10,231985,224750,1580,2468,1028,2159,0,0,present,5,5,full,1.0,False,
2015-09-11,223812,218150,934,2146,1021,1561,0,0,present,5,5,full,1.0,False,
2015-09-12,136517,131708,668,1267,1544,1330,0,0,present,5,5,full,1.0,False,
2015-09-13,128430,121807,1243,1257,1730,2393,0,0,present,5,5,full,1.0,False,
2015-09-14,209292,201443,1573,2542,1574,2160,0,0,present,5,5,full,1.0,False,
2015-09-15,228436,220054,1586,3019,1427,2350,0,0,present,5,5,full,1.0,False,
2015-09-16,238834,231162,1512,2461,1471,2228,0,0,present,5,5,full,1.0,False,
2015-09-17,236147,229754,1283,2165,921,2024,0,0,present,5,5,full,1.0,False,
2015-09-18,221151,216214,906,1965,749,1317,0,0,present,5,5,full,1.0,False,
2015-09-19,142607,138495,612,1116,1272,1112,0,0,present,5,5,full,1.0,False,
2015-09-20,132297,126097,1489,1056,1526,2129,0,0,present,5,5,full,1.0,False,
2015-09-21,216234,210113,1483,1990,310,2338,0,0,present,5,5,full,1.0,False,
2015-09-22,239217,232886,1602,2257,109,2363,0,0,present,5,5,full,1.0,False,
2015-09-23,233239,225626,1621,2362,1247,2383,0,0,present,5,5,full,1.0,False,
2015-09-24,226642,220431,1382,1722,733,2374,0,0,present,5,5,full,1.0,False,
2015-09-25,213675,209348,961,1520,600,1246,0,0,present,5,5,full,1.0,False,
2015-09-26,136693,132921,751,951,1036,1034,0,0,present,5,5,full,1.0,False,
2015-09-27,130474,124575,1107,1261,1464,2067,0,0,present,5,5,full,1.0,False,
2015-09-28,211875,204404,1581,2424,1384,2082,0,0,present,5,5,full,1.0,False,
2015-09-29,229677,221770,1510,2888,1271,2238,0,0,present,5,5,full,1.0,False,
2015-09-30,242637,235138,1547,2756,982,2214,0,0,present,5,5,full,1.0,False,
2015-10-01,242391,235691,1723,2351,489,2137,0,0,present,5,5,full,1.0,False,
2015-10-02,226854,221966,966,2407,484,1031,0,0,present,5,5,full,1.0,False,
2015-10-03,144621,140347,730,1312,1195,1037,0,0,present,5,5,full,1.0,False,
2015-10-04,130444,124178,1285,1287,1555,2139,0,0,present,5,5,full,1.0,False,
2015-10-05,206192,198586,1547,2351,1729,1979,0,0,present,5,5,full,1.0,False,
2015-10-06,228469,220522,1596,2422,1656,2273,0,0,present,5,5,full,1.0,False,
2015-10-07,236249,228534,1757,2295,1533,2130,0,0,present,5,5,full,1.0,False,
2015-10-08,233100,226542,1547,2166,827,2018,0,0,present,5,5,full,1.0,False,
2015-10-09,222221,217096,914,2209,847,1155,0,0,present,5,5,full,1.0,False,
2015-10-10,145430,140591,950,1226,1356,1307,0,0,present,5,5,full,1.0,False,
2015-10-11,134590,128673,1044,1281,1674,1918,0,0,present,5,5,full,1.0,False,
2015-10-12,205143,197525,1494,2451,1582,2091,0,0,present,5,5,full,1.0,False,
2015-10-13,226989,219477,1659,2413,1392,2048,0,0,present,5,5,full,1.0,False,
2015-10-14,232013,226401,1434,429,1622,2127,0,0,present,5,5,full,1.0,False,
2015-10-15,228466,223838,1576,208,746,2098,0,0,present,5,5,full,1.0,False,
2015-10-16,226742,221689,1017,2039,710,1287,0,0,present,5,5,full,1.0,False,
2015-10-17,142767,138697,608,1216,1175,1071,0,0,present,5,5,full,1.0,False,
2015-10-18,129835,123916,1138,1304,1626,1851,0,0,present,5,5,full,1.0,False,
2015-10-19,211391,203755,1552,2654,1507,1923,0,0,present,5,5,full,1.0,False,
2015-10-20,230248,223607,369,2838,1516,1918,0,0,present,5,5,full,1.0,False,
2015-10-21,53675,46430,206,3100,1606,2333,0,0,present,5,5,full,1.0,False,
2015-10-22,36460,28355,2267,2720,947,2171,0,0,present,5,5,full,1.0,False,
2015-10-23,249968,245278,1085,1791,631,1183,0,0,present,5,5,full,1.0,False,
2015-10-24,147000,143003,784,1022,1174,1017,0,0,present,5,5,full,1.0,False,
2015-10-25,132250,126720,1202,1033,1302,1993,0,0,present,5,5,full,1.0,False,
2015-10-26,213115,206064,1500,2196,1287,2068,0,0,present,5,5,full,1.0,False,
2015-10-27,231141,223622,1670,2474,922,2453,0,0,present,5,5,full,1.0,False,
2015-10-28,236254,229468,1605,2219,705,2257,0,0,present,5,5,full,1.0,False,
2015-10-29,239169,233220,1456,1981,403,2109,0,0,present,5,5,full,1.0,False,
2015-10-30,222261,218006,912,1780,463,1100,0,0,present,5,5,full,1.0,False,
2015-10-31,137599,134073,669,1158,680,1019,0,0,present,5,5,full,1.0,False,
2015-11-01,123790,118392,1042,1234,1129,1993,0,0,present,5,5,full,1.0,False,
2015-11-02,200640,193140,1416,2509,1499,2076,0,0,present,5,5,full,1.0,False,
2015-11-03,217187,209066,1561,2612,1759,2189,0,0,present,5,5,full,1.0,False,
2015-11-04,238757,230930,1557,2182,1837,2251,0,0,present,5,5,full,1.0,False,
2015-11-05,235134,228184,1584,2111,1167,2088,0,0,present,5,5,full,1.0,False,
2015-11-06,221820,216437,790,2319,1044,1230,0,0,present,5,5,full,1.0,False,
2015-11-07,139858,135115,758,1098,1733,1154,0,0,present,5,5,full,1.0,False,
2015-11-08,131513,124917,1113,1381,2071,2031,0,0,present,5,5,full,1.0,False,
2015-11-09,206283,198268,1410,2515,2206,1884,0,0,present,5,5,full,1.0,False,
2015-11-10,228367,219655,1493,3026,1854,2339,0,0,present,5,5,full,1.0,False,
2015-11-11,230474,221926,1640,2957,1617,2334,0,0,present,5,5,full,1.0,False,
2015-11-12,232182,225305,1382,2787,885,1823,0,0,present,5,5,full,1.0,False,
2015-11-13,220875,215585,921,2534,864,971,0,0,present,5,5,full,1.0,False,
2015-11-14,151336,146465,851,1540,1438,1042,0,0,present,5,5,full,1.0,False,
2015-11-15,138930,132648,1142,1636,1487,2017,0,0,present,5,5,full,1.0,False,
2015-11-16,226369,218347,1390,2851,1340,2441,0,0,present,5,5,full,1.0,False,
2015-11-17,249625,241383,1679,3025,1340,2198,0,0,present,5,5,full,1.0,False,
2015-11-18,251134,243297,1651,2554,1345,2287,0,0,present,5,5,full,1.0,False,
2015-11-19,249647,243388,1562,1624,868,2205,0,0,present,5,5,full,1.0,False,
2015-11-20,241285,236850,943,1537,737,1218,0,0,present,5,5,full,1.0,False,
2015-11-21,152833,148633,711,1136,1113,1240,0,0,present,5,5,full,1.0,False,
2015-11-22,135345,129567,1195,1232,1298,2053,0,0,present,5,5,full,1.0,False,
2015-11-23,211958,204388,1564,2577,1201,2228,0,0,present,5,5,full,1.0,False,
2015-11-24,244348,237170,1675,2356,952,2195,0,0,present,5,5,full,1.0,False,
2015-11-25,249932,243674,1492,2271,646,1849,0,0,present,5,5,full,1.0,False,
2015-11-26,197799,192212,1391,1812,658,1726,0,0,present,5,5,full,1.0,False,
2015-11-27,184424,180256,810,1560,634,1164,0,0,present,5,5,full,1.0,False,
2015-11-28,132632,128847,815,1050,1026,894,0,0,present,5,5,full,1.0,False,
2015-11-29,131838,126567,1112,1287,962,1910,0,0,present,5,5,full,1.0,False,
2015-11-30,206535,198851,1311,2906,875,2592,0,0,present,5,5,full,1.0,False,
2015-12-01,227505,220122,1570,2797,758,2258,0,0,present,5,5,full,1.0,False,
2015-12-02,234973,228125,1721,2417,700,2010,0,0,present,5,5,full,1.0,False,
2015-12-03,233354,227133,1467,2379,357,2018,0,0,present,5,5,full,1.0,False,
2015-12-04,223900,219415,870,1928,593,1094,0,0,present,5,5,full,1.0,False,
2015-12-05,149517,144987,761,1256,1445,1068,0,0,present,5,5,full,1.0,False,
2015-12-06,135983,130163,1022,1084,1778,1936,0,0,present,5,5,full,1.0,False,
2015-12-07,213375,205659,1446,2367,1570,2333,0,0,present,5,5,full,1.0,False,
2015-12-08,227548,220085,1572,2200,1445,2246,0,0,present,5,5,full,1.0,False,
2015-12-09,245391,238717,1402,1918,1186,2168,0,0,present,5,5,full,1.0,False,
2015-12-10,236604,230886,1395,1466,825,2032,0,0,present,5,5,full,1.0,False,
2015-12-11,220838,216652,793,1303,711,1379,0,0,present,5,5,full,1.0,False,
2015-12-12,144313,140695,597,809,1147,1065,0,0,present,5,5,full,1.0,False,
2015-12-13,128081,122908,939,981,1419,1834,0,0,present,5,5,full,1.0,False,
2015-12-14,203822,197082,1397,1931,1300,2112,0,0,present,5,5,full,1.0,False,
2015-12-15,221729,215011,1544,1909,1104,2161,0,0,present,5,5,full,1.0,False,
2015-12-16,226040,219323,1708,1771,968,2270,0,0,present,5,5,full,1.0,False,
2015-12-17,222315,217058,1191,1239,694,2133,0,0,present,5,5,full,1.0,False,
2015-12-18,206068,202984,756,771,531,1026,0,0,present,5,5,full,1.0,False,
2015-12-19,135835,132714,620,673,897,931,0,0,present,5,5,full,1.0,False,
2015-12-20,120463,115990,923,807,1007,1736,0,0,present,5,5,full,1.0,False,
2015-12-21,181154,174993,1209,1352,1366,2234,0,0,present,5,5,full,1.0,False,
2015-12-22,191211,185339,1158,1394,1240,2080,0,0,present,5,5,full,1.0,False,
2015-12-23,190265,185064,861,1355,1021,1964,0,0,present,5,5,full,1.0,False,
2015-12-24,156163,151915,537,1163,758,1790,0,0,present,5,5,full,1.0,False,
2015-12-25,105069,102213,532,781,689,854,0,0,present,5,5,full,1.0,False,
2015-12-26,101758,98951,588,620,980,619,0,0,present,5,5,full,1.0,False,
2015-12-27,108014,104471,954,709,1030,850,0,0,present,5,5,full,1.0,False,
2015-12-28,151166,146575,990,1473,1053,1075,0,0,present,5,5,full,1.0,False,
2015-12-29,163365,158206,1094,1584,1108,1373,0,0,present,5,5,full,1.0,False,
2015-12-30,173082,168522,928,1432,850,1350,0,0,present,5,5,full,1.0,False,
2015-12-31,160754,157172,503,1261,538,1280,0,0,present,5,5,full,1.0,False,
2016-01-01,114907,111957,572,1252,331,795,0,0,present,5,5,full,1.0,False,
2016-01-02,110046,106780,663,880,997,726,0,0,present,5,5,full,1.0,False,
2016-01-03,119119,114531,947,1122,1356,1163,0,0,present,5,5,full,1.0,False,
2016-01-04,195720,188808,1259,2321,1496,1836,0,0,present,5,5,full,1.0,False,
2016-01-05,213985,206540,1434,2383,1452,2176,0,0,present,5,5,full,1.0,False,
2016-01-06,222980,215608,1481,2286,1319,2286,0,0,present,5,5,full,1.0,False,
2016-01-07,221946,215013,1373,2251,943,2366,0,0,present,5,5,full,1.0,False,
2016-01-08,209029,203700,887,2031,930,1481,0,0,present,5,5,full,1.0,False,
2016-01-09,147463,142919,731,1376,1226,1211,0,0,present,5,5,full,1.0,False,
2016-01-10,132219,125815,1086,1447,1517,2354,0,0,present,5,5,full,1.0,False,
2016-01-11,203767,195981,1355,2315,1312,2804,0,0,present,5,5,full,1.0,False,
2016-01-12,221284,212559,1600,2709,1585,2831,0,0,present,5,5,full,1.0,False,
2016-01-13,238269,230367,1243,2276,1372,3011,0,0,present,5,5,full,1.0,False,
2016-01-14,230248,222861,1535,2292,883,2677,0,0,present,5,5,full,1.0,False,
2016-01-15,219240,214004,960,2137,724,1415,0,0,present,5,5,full,1.0,False,
2016-01-16,154944,150365,817,1260,1111,1391,0,0,present,5,5,full,1.0,False,
2016-01-17,147098,140813,991,1348,1445,2501,0,0,present,5,5,full,1.0,False,
2016-01-18,212917,204664,1353,2654,1390,2856,0,0,present,5,5,full,1.0,False,
2016-01-19,226712,217625,1570,2712,1953,2852,0,0,present,5,5,full,1.0,False,
2016-01-20,242075,233434,1386,2423,1836,2996,0,0,present,5,5,full,1.0,False,
2016-01-21,239707,232718,1591,2184,1020,2194,0,0,present,5,5,full,1.0,False,
2016-01-22,226809,221908,977,1633,892,1399,0,0,present,5,5,full,1.0,False,
2016-01-23,148641,143896,746,1235,1218,1546,0,0,present,5,5,full,1.0,False,
2016-01-24,135800,129718,1086,1020,1322,2654,0,0,present,5,5,full,1.0,False,
2016-01-25,205627,197334,1471,2540,1241,3041,0,0,present,5,5,full,1.0,False,
2016-01-26,222103,213873,1383,2480,1341,3026,0,0,present,5,5,full,1.0,False,
2016-01-27,234402,226795,1532,2211,1101,2763,0,0,present,5,5,full,1.0,False,
2016-01-28,236315,230013,1201,1791,658,2652,0,0,present,5,5,full,1.0,False,
2016-01-29,212529,207440,844,2112,487,1646,0,0,present,5,5,full,1.0,False,
2016-01-30,146589,142089,805,1418,934,1343,0,0,present,5,5,full,1.0,False,
2016-01-31,129460,123320,1034,1253,1460,2393,0,0,present,5,5,full,1.0,False,
2016-02-01,219027,210956,1525,2299,1611,2636,0,0,present,5,5,full,1.0,False,
2016-02-02,230294,221806,1410,2452,1761,2865,0,0,present,5,5,full,1.0,False,
2016-02-03,231067,222098,1476,2669,1719,3105,0,0,present,5,5,full,1.0,False,
2016-02-04,243829,236561,1365,2274,980,2649,0,0,present,5,5,full,1.0,False,
2016-02-05,227884,222568,794,1918,987,1617,0,0,present,5,5,full,1.0,False,
2016-02-06,149283,144035,683,1482,1679,1404,0,0,present,5,5,full,1.0,False,
2016-02-07,134542,127563,916,1586,1909,2568,0,0,present,5,5,full,1.0,False,
2016-02-08,205485,197228,1513,2284,1735,2725,0,0,present,5,5,full,1.0,False,
2016-02-09,226443,217056,1539,2613,1774,3461,0,0,present,5,5,full,1.0,False,
2016-02-10,236661,228079,1436,2462,1609,3075,0,0,present,5,5,full,1.0,False,
2016-02-11,244770,238290,1551,1843,755,2331,0,0,present,5,5,full,1.0,False,
2016-02-12,242393,237355,1089,1676,853,1420,0,0,present,5,5,full,1.0,False,
2016-02-13,170718,165984,671,1326,1308,1429,0,0,present,5,5,full,1.0,False,
2016-02-14,153480,147172,1065,1183,1410,2650,0,0,present,5,5,full,1.0,False,
2016-02-15,209746,201308,1497,2216,1688,3037,0,0,present,5,5,full,1.0,False,
2016-02-16,243956,235370,1707,2488,1567,2824,0,0,present,5,5,full,1.0,False,
2016-02-17,249243,241415,1703,2289,1152,2684,0,0,present,5,5,full,1.0,False,
2016-02-18,251700,244723,1442,2277,601,2657,0,0,present,5,5,full,1.0,False,
2016-02-19,244930,239865,997,1901,662,1505,0,0,present,5,5,full,1.0,False,
2016-02-20,164072,159352,733,1396,1223,1368,0,0,present,5,5,full,1.0,False,
2016-02-21,150081,143809,1053,1502,1237,2480,0,0,present,5,5,full,1.0,False,
2016-02-22,215829,208121,1454,2379,1262,2613,0,0,present,5,5,full,1.0,False,
2016-02-23,239777,231888,1618,2431,1122,2718,0,0,present,5,5,full,1.0,False,
2016-02-24,246605,238835,1592,2555,874,2749,0,0,present,5,5,full,1.0,False,
2016-02-25,246227,239482,1383,2297,499,2566,0,0,present,5,5,full,1.0,False,
2016-02-26,235005,230117,833,2027,499,1529,0,0,present,5,5,full,1.0,False,
2016-02-27,160866,156836,679,1097,790,1464,0,0,present,5,5,full,1.0,False,
2016-02-28,140611,134923,1045,1130,916,2597,0,0,present,5,5,full,1.0,False,
2016-02-29,210235,202370,1503,2658,943,2761,0,0,present,5,5,full,1.0,False,
2016-03-01,233189,225657,1532,2593,782,2625,0,0,present,5,5,full,1.0,False,
2016-03-02,246524,238147,1570,2381,878,3548,0,0,present,5,5,full,1.0,False,
2016-03-03,240116,232828,1358,1928,763,3239,0,0,present,5,5,full,1.0,False,
2016-03-04,227678,222233,896,2106,715,1728,0,0,present,5,5,full,1.0,False,
2016-03-05,144319,139280,720,1326,1496,1497,0,0,present,5,5,full,1.0,False,
2016-03-06,142405,135706,1218,1343,1775,2363,0,0,present,5,5,full,1.0,False,
2016-03-07,213696,205946,1331,2302,1646,2471,0,0,present,5,5,full,1.0,False,
2016-03-08,230980,222169,1465,2654,1880,2812,0,0,present,5,5,full,1.0,False,
2016-03-09,238119,229655,1459,2407,1600,2998,0,0,present,5,5,full,1.0,False,
2016-03-10,239846,232664,1406,1974,1246,2556,0,0,present,5,5,full,1.0,False,
2016-03-11,222567,217570,838,1688,1115,1356,0,0,present,5,5,full,1.0,False,
2016-03-12,147036,142543,673,944,1462,1414,0,0,present,5,5,full,1.0,False,
2016-03-13,136538,129945,1193,1218,1664,2518,0,0,present,5,5,full,1.0,False,
2016-03-14,222194,213982,1479,2261,1705,2767,0,0,present,5,5,full,1.0,False,
2016-03-15,238380,230836,1429,2196,1515,2404,0,0,present,5,5,full,1.0,False,
2016-03-16,239609,231902,1406,2365,1296,2640,0,0,present,5,5,full,1.0,False,
2016-03-17,230309,223578,1234,2005,785,2707,0,0,present,5,5,full,1.0,False,
2016-03-18,214732,210361,804,1438,767,1362,0,0,present,5,5,full,1.0,False,
2016-03-19,135888,131279,742,1077,1399,1391,0,0,present,5,5,full,1.0,False,
2016-03-20,128336,122336,1004,1065,1424,2507,0,0,present,5,5,full,1.0,False,
2016-03-21,207269,199743,1304,2268,1405,2549,0,0,present,5,5,full,1.0,False,
2016-03-22,237588,229321,1764,2615,1259,2629,0,0,present,5,5,full,1.0,False,
2016-03-23,242276,234749,1387,2288,1444,2408,0,0,present,5,5,full,1.0,False,
2016-03-24,230467,224081,1215,2203,764,2204,0,0,present,5,5,full,1.0,False,
2016-03-25,196024,191744,728,1708,616,1228,0,0,present,5,5,full,1.0,False,
2016-03-26,134005,130037,586,1131,1158,1093,0,0,present,5,5,full,1.0,False,
2016-03-27,122335,116787,1086,1194,1283,1985,0,0,present,5,5,full,1.0,False,
2016-03-28,188730,181330,1307,2228,1367,2498,0,0,present,5,5,full,1.0,False,
2016-03-29,224541,216743,1496,2480,1337,2485,0,0,present,5,5,full,1.0,False,
2016-03-30,233501,226367,1483,2084,1085,2482,0,0,present,5,5,full,1.0,False,
2016-03-31,236790,230028,1515,2177,573,2497,0,0,present,5,5,full,1.0,False,
2016-04-01,217992,213324,808,2174,485,1201,0,0,present,5,5,full,1.0,False,
2016-04-02,151510,147050,739,1450,1242,1029,0,0,present,5,5,full,1.0,False,
2016-04-03,137390,131070,1130,1281,1795,2114,0,0,present,5,5,full,1.0,False,
2016-04-04,215431,207487,1522,2715,1690,2017,0,0,present,5,5,full,1.0,False,
2016-04-05,230048,221878,1711,2850,1352,2257,0,0,present,5,5,full,1.0,False,
2016-04-06,236182,227836,1506,2472,1657,2711,0,0,present,5,5,full,1.0,False,
2016-04-07,238387,231634,1576,2046,864,2267,0,0,present,5,5,full,1.0,False,
2016-04-08,238803,234036,962,1882,775,1148,0,0,present,5,5,full,1.0,False,
2016-04-09,154515,149871,794,1201,1558,1091,0,0,present,5,5,full,1.0,False,
2016-04-10,143486,137021,1050,1458,1848,2109,0,0,present,5,5,full,1.0,False,
2016-04-11,210586,202289,1481,2705,1635,2476,0,0,present,5,5,full,1.0,False,
2016-04-12,229832,221555,1578,2849,1592,2258,0,0,present,5,5,full,1.0,False,
2016-04-13,238638,230731,1461,2503,1404,2539,0,0,present,5,5,full,1.0,False,
2016-04-14,231773,225851,1409,2001,764,1748,0,0,present,5,5,full,1.0,False,
2016-04-15,223813,219180,834,1900,805,1094,0,0,present,5,5,full,1.0,False,
2016-04-16,148154,143745,654,1379,1407,969,0,0,present,5,5,full,1.0,False,
2016-04-17,139771,133852,1085,1668,1515,1651,0,0,present,5,5,full,1.0,False,
2016-04-18,225906,217893,1568,2941,1456,2048,0,0,present,5,5,full,1.0,False,
2016-04-19,247511,239586,1614,2738,1447,2126,0,0,present,5,5,full,1.0,False,
2016-04-20,250740,243012,1615,2401,1403,2309,0,0,present,5,5,full,1.0,False,
2016-04-21,242636,236110,1713,2171,691,1951,0,0,present,5,5,full,1.0,False,
2016-04-22,228626,224228,858,1816,584,1140,0,0,present,5,5,full,1.0,False,
2016-04-23,147363,143331,628,1142,1026,1236,0,0,present,5,5,full,1.0,False,
2016-04-24,134990,129246,1175,1280,1196,2093,0,0,present,5,5,full,1.0,False,
2016-04-25,235839,228193,1646,2241,1548,2211,0,0,present,5,5,full,1.0,False,
2016-04-26,250439,242321,1590,2464,1781,2283,0,0,present,5,5,full,1.0,False,
2016-04-27,250335,243103,1549,2549,1011,2123,0,0,present,5,5,full,1.0,False,
2016-04-28,243741,237625,1431,1923,584,2178,0,0,present,5,5,full,1.0,False,
2016-04-29,227419,222996,885,1751,455,1332,0,0,present,5,5,full,1.0,False,
2016-04-30,143627,139783,723,1192,788,1141,0,0,present,5,5,full,1.0,False,
2016-05-01,129835,125111,1083,1012,831,1798,0,0,present,5,5,full,1.0,False,
2016-05-02,200996,194148,1335,2398,1156,1959,0,0,present,5,5,full,1.0,False,
2016-05-03,241781,233721,1660,2528,1397,2475,0,0,present,5,5,full,1.0,False,
2016-05-04,242656,235683,1661,2007,1448,1857,0,0,present,5,5,full,1.0,False,
2016-05-05,232226,225563,1411,2142,1191,1919,0,0,present,5,5,full,1.0,False,
2016-05-06,221087,216534,850,1596,989,1118,0,0,present,5,5,full,1.0,False,
2016-05-07,139480,134883,760,1135,1470,1232,0,0,present,5,5,full,1.0,False,
2016-05-08,127120,121293,1164,1060,1593,2010,0,0,present,5,5,full,1.0,False,
2016-05-09,212492,205397,1592,1960,1483,2060,0,0,present,5,5,full,1.0,False,
2016-05-10,234934,227231,1820,2248,1637,1998,0,0,present,5,5,full,1.0,False,
2016-05-11,240811,233364,1622,2291,1476,2058,0,0,present,5,5,full,1.0,False,
2016-05-12,241126,234637,1405,1930,895,2259,0,0,present,5,5,full,1.0,False,
2016-05-13,228927,224622,763,1806,696,1040,0,0,present,5,5,full,1.0,False,
2016-05-14,147468,143598,783,1146,1133,808,0,0,present,5,5,full,1.0,False,
2016-05-15,130539,124883,1046,1341,1431,1838,0,0,present,5,5,full,1.0,False,
2016-05-16,204083,196933,1609,2260,1164,2117,0,0,present,5,5,full,1.0,False,
2016-05-17,240358,232818,1522,2457,1284,2277,0,0,present,5,5,full,1.0,False,
2016-05-18,246783,239056,1613,2380,1172,2562,0,0,present,5,5,full,1.0,False,
2016-05-19,250924,244468,1445,1909,953,2149,0,0,present,5,5,full,1.0,False,
2016-05-20,235312,230923,856,1633,671,1229,0,0,present,5,5,full,1.0,False,
2016-05-21,144230,139990,780,1100,1233,1127,0,0,present,5,5,full,1.0,False,
2016-05-22,134095,128386,1217,1129,1292,2071,0,0,present,5,5,full,1.0,False,
2016-05-23,222946,215799,1808,2012,1183,2144,0,0,present,5,5,full,1.0,False,
2016-05-24,244255,236823,1601,2681,1051,2099,0,0,present,5,5,full,1.0,False,
2016-05-25,255333,248082,1647,2403,1105,2096,0,0,present,5,5,full,1.0,False,
2016-05-26,246919,240845,1568,2044,622,1840,0,0,present,5,5,full,1.0,False,
2016-05-27,228275,223792,1042,1698,479,1264,0,0,present,5,5,full,1.0,False,
2016-05-28,143388,139586,691,1196,843,1072,0,0,present,5,5,full,1.0,False,
2016-05-29,127661,122768,1090,1152,1074,1577,0,0,present,5,5,full,1.0,False,
2016-05-30,174940,168882,1386,2131,896,1645,0,0,present,5,5,full,1.0,False,
2016-05-31,222974,216071,1749,2521,756,1877,0,0,present,5,5,full,1.0,False,
