civil_date,total_row_count,rows_from_offset_0,rows_from_offset_minus_1,rows_from_offset_minus_7,rows_from_offset_minus_30,rows_from_offset_minus_365,rows_from_offset_minus_3650,rows_from_offset_plus_1,t0_file_status,expected_contributing_files_count,available_contributing_files_count,coverage_quality_flag,coverage_completeness,represented_only,documented_exception_label
2018-07-27,181733,178492,559,1337,517,828,0,0,present,5,5,full,1.0,False,
2018-07-28,115396,112340,403,946,855,852,0,0,present,5,5,full,1.0,False,
2018-07-29,103070,98402,693,863,1466,1646,0,0,present,5,5,full,1.0,False,
2018-07-30,170979,165231,1184,1848,1122,1594,0,0,present,5,5,full,1.0,False,
2018-07-31,195689,190156,1184,1900,960,1489,0,0,present,5,5,full,1.0,False,
2018-08-01,201671,196537,957,1841,705,1631,0,0,present,5,5,full,1.0,False,
2018-08-02,194252,189867,968,1476,444,1497,0,0,present,5,5,full,1.0,False,
2018-08-03,179066,175665,659,1369,524,849,0,0,present,5,5,full,1.0,False,
2018-08-04,114499,111697,401,837,793,771,0,0,present,5,5,full,1.0,False,
2018-08-05,98792,94920,669,879,1156,1168,0,0,present,5,5,full,1.0,False,
2018-08-06,175629,170132,958,1759,1409,1371,0,0,present,5,5,full,1.0,False,
2018-08-07,195938,190055,1041,1867,1458,1517,0,0,present,5,5,full,1.0,False,
2018-08-08,203015,197724,1021,1605,1192,1473,0,0,present,5,5,full,1.0,False,
2018-08-09,191930,187339,873,1442,771,1505,0,0,present,5,5,full,1.0,False,
2018-08-10,175904,172610,460,1315,802,717,0,0,present,5,5,full,1.0,False,
2018-08-11,108308,105188,515,742,1145,718,0,0,present,5,5,full,1.0,False,
2018-08-12,97337,93191,647,771,1293,1435,0,0,present,5,5,full,1.0,False,
2018-08-13,165354,159985,902,1705,1363,1399,0,0,present,5,5,full,1.0,False,
2018-08-14,177948,172656,954,1690,1280,1368,0,0,present,5,5,full,1.0,False,
2018-08-15,182772,177833,934,1402,1183,1420,0,0,present,5,5,full,1.0,False,
2018-08-16,186937,182678,832,1527,705,1195,0,0,present,5,5,full,1.0,False,
2018-08-17,172155,168985,418,1579,496,677,0,0,present,5,5,full,1.0,False,
2018-08-18,111997,108848,456,932,1047,714,0,0,present,5,5,full,1.0,False,
2018-08-19,101200,96912,595,1061,1343,1289,0,0,present,5,5,full,1.0,False,
2018-08-20,168528,163076,763,2019,1201,1469,0,0,present,5,5,full,1.0,False,
2018-08-21,178094,172039,936,2480,1067,1572,0,0,present,5,5,full,1.0,False,
2018-08-22,193900,188201,1010,2081,973,1635,0,0,present,5,5,full,1.0,False,
2018-08-23,194273,189398,906,1847,490,1632,0,0,present,5,5,full,1.0,False,
2018-08-24,180040,176073,704,1626,697,940,0,0,present,5,5,full,1.0,False,
2018-08-25,124071,120567,556,1110,847,991,0,0,present,5,5,full,1.0,False,
2018-08-26,118192,113876,684,889,1066,1677,0,0,present,5,5,full,1.0,False,
2018-08-27,174133,168487,969,1672,1287,1718,0,0,present,5,5,full,1.0,False,
2018-08-28,203361,196951,1325,1942,1248,1895,0,0,present,5,5,full,1.0,False,
2018-08-29,211308,205771,1172,1886,1053,1426,0,0,present,5,5,full,1.0,False,
2018-08-30,205514,201089,781,1685,477,1482,0,0,present,5,5,full,1.0,False,
2018-08-31,190803,187487,376,1683,438,819,0,0,present,5,5,full,1.0,False,
2018-09-01,122839,119531,315,1061,1178,754,0,0,present,5,5,full,1.0,False,
2018-09-02,105865,101670,717,1075,1308,1095,0,0,present,5,5,full,1.0,False,
2018-09-03,147742,142239,894,1954,1385,1270,0,0,present,5,5,full,1.0,False,
2018-09-04,179679,173415,1030,2240,1487,1507,0,0,present,5,5,full,1.0,False,
2018-09-05,203818,197985,1072,2029,1252,1480,0,0,present,5,5,full,1.0,False,
2018-09-06,199628,194598,874,1929,850,1377,0,0,present,5,5,full,1.0,False,
2018-09-07,193670,189776,447,1696,918,833,0,0,present,5,5,full,1.0,False,
2018-09-08,121535,117868,432,1057,1438,740,0,0,present,5,5,full,1.0,False,
2018-09-09,114982,110440,608,936,1697,1301,0,0,present,5,5,full,1.0,False,
2018-09-10,172783,166590,943,2110,1534,1606,0,0,present,5,5,full,1.0,False,
2018-09-11,192612,186611,913,2126,1388,1574,0,0,present,5,5,full,1.0,False,
2018-09-12,200354,194429,1092,2022,1216,1595,0,0,present,5,5,full,1.0,False,
2018-09-13,197045,191708,827,2403,673,1434,0,0,present,5,5,full,1.0,False,
2018-09-14,187170,182895,419,2497,638,721,0,0,present,5,5,full,1.0,False,
2018-09-15,118620,115084,325,1343,1069,799,0,0,present,5,5,full,1.0,False,
2018-09-16,101534,96893,636,1372,1282,1351,0,0,present,5,5,full,1.0,False,
2018-09-17,174421,168296,822,2457,1197,1649,0,0,present,5,5,full,1.0,False,
2018-09-18,197482,191630,985,2246,1022,1599,0,0,present,5,5,full,1.0,False,
2018-09-19,198844,193800,958,1666,985,1435,0,0,present,5,5,full,1.0,False,
2018-09-20,202067,197306,983,1744,486,1548,0,0,present,5,5,full,1.0,False,
2018-09-21,186995,183907,468,1260,548,812,0,0,present,5,5,full,1.0,False,
2018-09-22,118909,115949,423,760,922,855,0,0,present,5,5,full,1.0,False,
2018-09-23,111905,107542,633,921,1370,1439,0,0,present,5,5,full,1.0,False,
2018-09-24,178402,173178,922,1823,1103,1376,0,0,present,5,5,full,1.0,False,
2018-09-25,204911,199090,985,2236,1040,1560,0,0,present,5,5,full,1.0,False,
2018-09-26,206999,201478,920,2090,878,1633,0,0,present,5,5,full,1.0,False,
2018-09-27,205432,200401,840,1808,676,1707,0,0,present,5,5,full,1.0,False,
2018-09-28,190881,187503,524,1583,455,816,0,0,present,5,5,full,1.0,False,
2018-09-29,117200,114392,372,915,769,752,0,0,present,5,5,full,1.0,False,
2018-09-30,103662,99966,508,974,829,1385,0,0,present,5,5,full,1.0,False,
2018-10-01,170518,165856,742,1668,842,1410,0,0,present,5,5,full,1.0,False,
2018-10-02,186080,180179,960,2283,916,1742,0,0,present,5,5,full,1.0,False,
2018-10-03,197922,192206,897,2003,1322,1494,0,0,present,5,5,full,1.0,False,
2018-10-04,200603,195948,852,1598,672,1533,0,0,present,5,5,full,1.0,False,
2018-10-05,189505,185915,391,1597,760,842,0,0,present,5,5,full,1.0,False,
2018-10-06,118386,115157,397,840,1250,742,0,0,present,5,5,full,1.0,False,
2018-10-07,111754,107488,617,878,1242,1529,0,0,present,5,5,full,1.0,False,
2018-10-08,166165,160211,702,2179,1594,1479,0,0,present,5,5,full,1.0,False,
2018-10-09,188667,182917,932,2037,1320,1461,0,0,present,5,5,full,1.0,False,
2018-10-10,195251,189915,920,1747,1139,1530,0,0,present,5,5,full,1.0,False,
2018-10-11,194622,189742,837,1734,702,1607,0,0,present,5,5,full,1.0,False,
2018-10-12,187175,183243,447,2008,668,809,0,0,present,5,5,full,1.0,False,
2018-10-13,115556,112560,270,944,1096,686,0,0,present,5,5,full,1.0,False,
2018-10-14,106601,102109,663,1189,1404,1236,0,0,present,5,5,full,1.0,False,
2018-10-15,178597,173098,896,2026,1339,1238,0,0,present,5,5,full,1.0,False,
2018-10-16,200518,194655,1010,2146,1405,1302,0,0,present,5,5,full,1.0,False,
2018-10-17,205685,200316,932,1687,1277,1473,0,0,present,5,5,full,1.0,False,
2018-10-18,206295,201628,919,1507,933,1308,0,0,present,5,5,full,1.0,False,
2018-10-19,202837,199652,505,1330,632,718,0,0,present,5,5,full,1.0,False,
2018-10-20,122203,119226,328,841,1070,738,0,0,present,5,5,full,1.0,False,
2018-10-21,109013,104939,706,867,1216,1285,0,0,present,5,5,full,1.0,False,
2018-10-22,183387,178135,943,1875,1142,1292,0,0,present,5,5,full,1.0,False,
2018-10-23,204894,199134,972,2174,1000,1614,0,0,present,5,5,full,1.0,False,
2018-10-24,199534,193939,930,2127,799,1739,0,0,present,5,5,full,1.0,False,
2018-10-25,200532,196262,948,1502,485,1335,0,0,present,5,5,full,1.0,False,
2018-10-26,189416,185983,480,1559,447,947,0,0,present,5,5,full,1.0,False,
2018-10-27,123046,119819,482,989,941,815,0,0,present,5,5,full,1.0,False,
2018-10-28,108527,104319,740,1075,1010,1383,0,0,present,5,5,full,1.0,False,
2018-10-29,182859,177321,1049,1938,1028,1523,0,0,present,5,5,full,1.0,False,
2018-10-30,203430,198144,965,1946,966,1409,0,0,present,5,5,full,1.0,False,
2018-10-31,212722,207876,864,1725,724,1533,0,0,present,5,5,full,1.0,False,
2018-11-01,206641,202445,783,1645,455,1313,0,0,present,5,5,full,1.0,False,
2018-11-02,196374,192805,575,1494,647,853,0,0,present,5,5,full,1.0,False,
2018-11-03,126596,123416,286,1034,1119,741,0,0,present,5,5,full,1.0,False,
2018-11-04,111004,106641,743,867,1373,1380,0,0,present,5,5,full,1.0,False,
2018-11-05,176559,171110,862,1936,1176,1475,0,0,present,5,5,full,1.0,False,
2018-11-06,188287,182205,986,2250,1300,1546,0,0,present,5,5,full,1.0,False,
2018-11-07,215710,210237,924,1732,1160,1657,0,0,present,5,5,full,1.0,False,
2018-11-08,200685,196350,891,1409,635,1400,0,0,present,5,5,full,1.0,False,
2018-11-09,194846,191901,568,1196,493,688,0,0,present,5,5,full,1.0,False,
2018-11-10,133025,130102,329,822,1061,711,0,0,present,5,5,full,1.0,False,
2018-11-11,118021,113573,741,1153,1159,1395,0,0,present,5,5,full,1.0,False,
2018-11-12,177958,172399,851,2095,1107,1506,0,0,present,5,5,full,1.0,False,
2018-11-13,196814,191343,909,2009,1176,1377,0,0,present,5,5,full,1.0,False,
2018-11-14,201112,195845,890,1816,1005,1556,0,0,present,5,5,full,1.0,False,
2018-11-15,197507,193208,812,1465,566,1456,0,0,present,5,5,full,1.0,False,
2018-11-16,184332,181167,507,1330,516,812,0,0,present,5,5,full,1.0,False,
2018-11-17,123961,120811,444,912,1001,793,0,0,present,5,5,full,1.0,False,
2018-11-18,107031,103096,649,897,1016,1373,0,0,present,5,5,full,1.0,False,
2018-11-19,166167,161204,799,1824,984,1356,0,0,present,5,5,full,1.0,False,
2018-11-20,187000,181777,905,1870,1038,1410,0,0,present,5,5,full,1.0,False,
2018-11-21,193744,188742,885,1679,882,1556,0,0,present,5,5,full,1.0,False,
2018-11-22,152751,148484,742,1583,505,1437,0,0,present,5,5,full,1.0,False,
2018-11-23,146455,143085,423,1604,422,921,0,0,present,5,5,full,1.0,False,
2018-11-24,105853,103228,333,948,469,875,0,0,present,5,5,full,1.0,False,
2018-11-25,102696,99228,774,895,342,1457,0,0,present,5,5,full,1.0,False,
2018-11-26,168337,163381,925,1975,454,1602,0,0,present,5,5,full,1.0,False,
2018-11-27,197194,191992,1016,2029,603,1554,0,0,present,5,5,full,1.0,False,
2018-11-28,205879,201063,922,1838,682,1374,0,0,present,5,5,full,1.0,False,
2018-11-29,206670,202949,839,1368,416,1098,0,0,present,5,5,full,1.0,False,
2018-11-30,199087,196101,469,1439,310,768,0,0,present,5,5,full,1.0,False,
2018-12-01,129143,126750,360,964,372,697,0,0,present,5,5,full,1.0,False,
2018-12-02,104644,101380,653,865,427,1319,0,0,present,5,5,full,1.0,False,
2018-12-03,169775,165015,814,1569,785,1592,0,0,present,5,5,full,1.0,False,
2018-12-04,194896,189237,970,1657,1263,1769,0,0,present,5,5,full,1.0,False,
2018-12-05,194963,189766,809,1559,1261,1568,0,0,present,5,5,full,1.0,False,
2018-12-06,194478,190341,768,1197,726,1446,0,0,present,5,5,full,1.0,False,
2018-12-07,178640,175651,374,1274,636,705,0,0,present,5,5,full,1.0,False,
2018-12-08,108793,105805,391,817,1096,684,0,0,present,5,5,full,1.0,False,
2018-12-09,94834,90693,469,909,1420,1343,0,0,present,5,5,full,1.0,False,
2018-12-10,157063,151630,728,2005,1267,1433,0,0,present,5,5,full,1.0,False,
2018-12-11,178671,173295,975,1837,1068,1496,0,0,present,5,5,full,1.0,False,
2018-12-12,187570,182407,858,1543,1416,1346,0,0,present,5,5,full,1.0,False,
2018-12-13,178202,173883,906,1400,690,1323,0,0,present,5,5,full,1.0,False,
2018-12-14,176874,174046,468,1084,584,692,0,0,present,5,5,full,1.0,False,
2018-12-15,109178,106488,262,644,1101,683,0,0,present,5,5,full,1.0,False,
2018-12-16,95226,91400,429,759,1335,1303,0,0,present,5,5,full,1.0,False,
2018-12-17,151968,147422,799,1170,1098,1479,0,0,present,5,5,full,1.0,False,
2018-12-18,172801,168611,874,925,928,1463,0,0,present,5,5,full,1.0,False,
2018-12-19,179022,175034,654,934,1013,1387,0,0,present,5,5,full,1.0,False,
2018-12-20,182026,178299,734,1012,638,1343,0,0,present,5,5,full,1.0,False,
2018-12-21,171661,169027,387,1135,440,672,0,0,present,5,5,full,1.0,False,
2018-12-22,103456,101005,283,840,643,685,0,0,present,5,5,full,1.0,False,
2018-12-23,87314,83893,397,684,859,1481,0,0,present,5,5,full,1.0,False,
2018-12-24,108725,105493,301,738,1017,1176,0,0,present,5,5,full,1.0,False,
2018-12-25,80135,77731,297,524,877,706,0,0,present,5,5,full,1.0,False,
2018-12-26,104324,101498,477,768,722,859,0,0,present,5,5,full,1.0,False,
2018-12-27,129654,126906,508,938,483,819,0,0,present,5,5,full,1.0,False,
2018-12-28,133759,131205,298,1231,502,523,0,0,present,5,5,full,1.0,False,
2018-12-29,97786,95566,327,694,665,534,0,0,present,5,5,full,1.0,False,
2018-12-30,88388,85395,404,803,869,917,0,0,present,5,5,full,1.0,False,
2018-12-31,111245,107837,350,1461,682,915,0,0,present,5,5,full,1.0,False,
2019-01-01,88412,85296,521,1343,647,605,0,0,present,5,5,full,1.0,False,
2019-01-02,128725,125136,645,1171,713,1060,0,0,present,5,5,full,1.0,False,
2019-01-03,151294,147543,732,1173,518,1328,0,0,present,5,5,full,1.0,False,
2019-01-04,148226,145335,335,1117,618,821,0,0,present,5,5,full,1.0,False,
2019-01-05,97754,94910,256,683,1111,794,0,0,present,5,5,full,1.0,False,
2019-01-06,92273,87368,522,972,1820,1591,0,0,present,5,5,full,1.0,False,
2019-01-07,144793,138594,774,2016,1500,1909,0,0,present,5,5,full,1.0,False,
2019-01-08,172927,166710,999,2016,1231,1971,0,0,present,5,5,full,1.0,False,
2019-01-09,179402,173669,742,1607,1317,2067,0,0,present,5,5,full,1.0,False,
2019-01-10,177737,172630,760,1722,700,1925,0,0,present,5,5,full,1.0,False,
2019-01-11,170126,166323,440,1578,724,1061,0,0,present,5,5,full,1.0,False,
2019-01-12,113659,110227,304,923,1171,1034,0,0,present,5,5,full,1.0,False,
2019-01-13,101139,96356,619,954,1289,1921,0,0,present,5,5,full,1.0,False,
2019-01-14,163500,157531,747,1933,1224,2065,0,0,present,5,5,full,1.0,False,
2019-01-15,185865,179607,931,2021,1358,1948,0,0,present,5,5,full,1.0,False,
2019-01-16,190269,184443,774,1933,1133,1986,0,0,present,5,5,full,1.0,False,
2019-01-17,187248,182119,827,1861,697,1744,0,0,present,5,5,full,1.0,False,
2019-01-18,181558,177943,570,1501,503,1041,0,0,present,5,5,full,1.0,False,
2019-01-19,121745,118796,356,793,820,980,0,0,present,5,5,full,1.0,False,
2019-01-20,102022,97430,688,923,1161,1820,0,0,present,5,5,full,1.0,False,
2019-01-21,153375,147265,778,1943,1278,2111,0,0,present,5,5,full,1.0,False,
2019-01-22,178248,172184,823,2046,926,2269,0,0,present,5,5,full,1.0,False,
2019-01-23,186973,181334,860,1762,955,2062,0,0,present,5,5,full,1.0,False,
2019-01-24,192709,187830,974,1355,670,1880,0,0,present,5,5,full,1.0,False,
2019-01-25,179670,176224,428,1466,477,1075,0,0,present,5,5,full,1.0,False,
2019-01-26,115152,112061,309,988,810,984,0,0,present,5,5,full,1.0,False,
2019-01-27,101206,97382,564,908,907,1445,0,0,present,5,5,full,1.0,False,
2019-01-28,162783,157490,839,1703,924,1827,0,0,present,5,5,full,1.0,False,
2019-01-29,193281,188107,958,1749,732,1735,0,0,present,5,5,full,1.0,False,
2019-01-30,192840,187365,871,1728,799,2077,0,0,present,5,5,full,1.0,False,
2019-01-31,188620,184097,699,1586,640,1598,0,0,present,5,5,full,1.0,False,
2019-02-01,181917,178730,379,1339,580,889,0,0,present,5,5,full,1.0,False,
2019-02-02,113426,110425,365,853,983,800,0,0,present,5,5,full,1.0,False,
2019-02-03,103746,98958,562,1127,1416,1683,0,0,present,5,5,full,1.0,False,
2019-02-04,164338,158060,801,2001,1524,1952,0,0,present,5,5,full,1.0,False,
2019-02-05,189019,182573,903,1995,1596,1952,0,0,present,5,5,full,1.0,False,
2019-02-06,196084,189925,974,1779,1404,2002,0,0,present,5,5,full,1.0,False,
2019-02-07,187658,182334,858,1554,980,1932,0,0,present,5,5,full,1.0,False,
2019-02-08,180770,176856,444,1536,814,1120,0,0,present,5,5,full,1.0,False,
2019-02-09,118026,114105,434,1149,1301,1037,0,0,present,5,5,full,1.0,False,
2019-02-10,105582,100942,532,1077,1323,1708,0,0,present,5,5,full,1.0,False,
2019-02-11,168880,162874,857,2004,1191,1954,0,0,present,5,5,full,1.0,False,
2019-02-12,193803,187106,880,2414,1229,2174,0,0,present,5,5,full,1.0,False,
2019-02-13,201251,194571,953,2602,1035,2090,0,0,present,5,5,full,1.0,False,
2019-02-14,206180,200557,922,2186,576,1939,0,0,present,5,5,full,1.0,False,
2019-02-15,194841,190682,486,2119,403,1151,0,0,present,5,5,full,1.0,False,
2019-02-16,135424,132098,303,1177,957,889,0,0,present,5,5,full,1.0,False,
2019-02-17,104361,100046,552,1094,1102,1567,0,0,present,5,5,full,1.0,False,
2019-02-18,166356,160454,858,1940,1124,1980,0,0,present,5,5,full,1.0,False,
2019-02-19,195276,189570,894,1924,953,1935,0,0,present,5,5,full,1.0,False,
2019-02-20,206980,201344,965,1667,907,2097,0,0,present,5,5,full,1.0,False,
2019-02-21,202027,197624,859,1269,526,1749,0,0,present,5,5,full,1.0,False,
2019-02-22,192295,189323,386,1146,460,980,0,0,present,5,5,full,1.0,False,
2019-02-23,125315,122515,419,815,667,899,0,0,present,5,5,full,1.0,False,
2019-02-24,113106,108614,713,1170,1020,1589,0,0,present,5,5,full,1.0,False,
2019-02-25,177771,172099,859,2210,889,1714,0,0,present,5,5,full,1.0,False,
2019-02-26,200959,194793,1112,2420,971,1663,0,0,present,5,5,full,1.0,False,
2019-02-27,219296,213439,1057,2200,1045,1555,0,0,present,5,5,full,1.0,False,
2019-02-28,215250,210533,871,1776,544,1526,0,0,present,5,5,full,1.0,False,
2019-03-01,196293,192935,431,1543,417,967,0,0,present,5,5,full,1.0,False,
2019-03-02,126123,123256,284,949,804,830,0,0,present,5,5,full,1.0,False,
2019-03-03,108632,104607,511,901,1103,1510,0,0,present,5,5,full,1.0,False,
2019-03-04,176993,171408,832,1785,1317,1651,0,0,present,5,5,full,1.0,False,
2019-03-05,190641,184814,887,1860,1305,1775,0,0,present,5,5,full,1.0,False,
2019-03-06,194661,189034,866,1936,1232,1593,0,0,present,5,5,full,1.0,False,
2019-03-07,195775,191243,759,1612,761,1400,0,0,present,5,5,full,1.0,False,
2019-03-08,186652,183517,345,1238,753,799,0,0,present,5,5,full,1.0,False,
2019-03-09,120681,117511,337,728,1341,764,0,0,present,5,5,full,1.0,False,
2019-03-10,105884,101409,692,864,1544,1375,0,0,present,5,5,full,1.0,False,
2019-03-11,173887,168233,879,2091,1343,1341,0,0,present,5,5,full,1.0,False,
2019-03-12,195181,189336,997,2308,1270,1270,0,0,present,5,5,full,1.0,False,
2019-03-13,196175,190474,873,2405,1324,1099,0,0,present,5,5,full,1.0,False,
2019-03-14,203075,198672,852,1993,673,885,0,0,present,5,5,full,1.0,False,
2019-03-15,195179,191442,712,1989,511,525,0,0,present,5,5,full,1.0,False,
2019-03-16,122321,118991,374,1273,1200,483,0,0,present,5,5,full,1.0,False,
2019-03-17,109734,106282,565,1016,1173,698,0,0,present,5,5,full,1.0,False,
2019-03-18,183590,178950,865,1820,1154,801,0,0,present,5,5,full,1.0,False,
2019-03-19,206442,201745,862,1856,1086,893,0,0,present,5,5,full,1.0,False,
2019-03-20,203111,199214,874,1463,825,735,0,0,present,5,5,full,1.0,False,
2019-03-21,190571,187201,865,1337,537,631,0,0,present,5,5,full,1.0,False,
2019-03-22,184782,181651,570,1791,391,379,0,0,present,5,5,full,1.0,False,
2019-03-23,121920,119382,403,1095,639,401,0,0,present,5,5,full,1.0,False,
2019-03-24,106704,103386,719,992,1034,573,0,0,present,5,5,full,1.0,False,
2019-03-25,182713,177962,992,1964,1139,656,0,0,present,5,5,full,1.0,False,
2019-03-26,200507,196128,858,1988,932,601,0,0,present,5,5,full,1.0,False,
2019-03-27,201876,197429,863,1883,910,791,0,0,present,5,5,full,1.0,False,
2019-03-28,192955,189534,828,1495,499,599,0,0,present,5,5,full,1.0,False,
2019-03-29,190086,187467,378,1517,419,305,0,0,present,5,5,full,1.0,False,
2019-03-30,116405,114116,324,837,755,373,0,0,present,5,5,full,1.0,False,
2019-03-31,103726,101015,447,1027,676,561,0,0,present,5,5,full,1.0,False,
2019-04-01,166194,161495,817,2263,960,659,0,0,present,5,5,full,1.0,False,
2019-04-02,183462,178795,925,1688,1294,760,0,0,present,5,5,full,1.0,False,
2019-04-03,192284,188036,830,1663,1089,666,0,0,present,5,5,full,1.0,False,
2019-04-04,193132,189444,875,1530,655,628,0,0,present,5,5,full,1.0,False,
2019-04-05,173017,170222,357,1346,562,530,0,0,present,5,5,full,1.0,False,
2019-04-06,120754,118190,418,700,1075,371,0,0,present,5,5,full,1.0,False,
2019-04-07,105189,101621,636,832,1579,521,0,0,present,5,5,full,1.0,False,
2019-04-08,172902,168070,936,1837,1403,656,0,0,present,5,5,full,1.0,False,
2019-04-09,190037,185251,951,1838,1298,699,0,0,present,5,5,full,1.0,False,
2019-04-10,193426,189069,906,1676,1078,697,0,0,present,5,5,full,1.0,False,
2019-04-11,204533,200843,925,1484,672,609,0,0,present,5,5,full,1.0,False,
2019-04-12,188464,186047,407,1111,582,317,0,0,present,5,5,full,1.0,False,
2019-04-13,115563,112738,344,740,1398,343,0,0,present,5,5,full,1.0,False,
2019-04-14,101214,97650,587,689,1721,567,0,0,present,5,5,full,1.0,False,
2019-04-15,163671,159247,856,1361,1521,686,0,0,present,5,5,full,1.0,False,
2019-04-16,180188,175594,821,1859,1240,674,0,0,present,5,5,full,1.0,False,
2019-04-17,192873,188493,746,1740,1075,819,0,0,present,5,5,full,1.0,False,
2019-04-18,186862,183759,520,1391,512,680,0,0,present,5,5,full,1.0,False,
2019-04-19,151564,149194,295,1152,375,548,0,0,present,5,5,full,1.0,False,
2019-04-20,103086,100726,298,656,970,436,0,0,present,5,5,full,1.0,False,
2019-04-21,96860,93615,645,723,1090,787,0,0,present,5,5,full,1.0,False,
2019-04-22,147467,142744,741,1844,1107,1031,0,0,present,5,5,full,1.0,False,
2019-04-23,178475,173795,916,1823,1092,849,0,0,present,5,5,full,1.0,False,
2019-04-24,194793,190373,772,1590,1069,989,0,0,present,5,5,full,1.0,False,
2019-04-25,194247,190592,834,1526,491,804,0,0,present,5,5,full,1.0,False,
2019-04-26,176956,174046,427,1421,480,582,0,0,present,5,5,full,1.0,False,
2019-04-27,109753,107441,365,811,714,422,0,0,present,5,5,full,1.0,False,
2019-04-28,101354,98167,670,941,812,764,0,0,present,5,5,full,1.0,False,
2019-04-29,166138,161698,797,1879,980,784,0,0,present,5,5,full,1.0,False,
2019-04-30,183732,179258,832,1940,941,761,0,0,present,5,5,full,1.0,False,
2019-05-01,190492,186278,923,1347,822,1122,0,0,present,5,5,full,1.0,False,
2019-05-02,192799,189432,699,1303,481,884,0,0,present,5,5,full,1.0,False,
2019-05-03,175988,173188,371,1315,589,525,0,0,present,5,5,full,1.0,False,
2019-05-04,110919,108390,403,780,971,375,0,0,present,5,5,full,1.0,False,
2019-05-05,103769,100334,604,853,1224,754,0,0,present,5,5,full,1.0,False,
2019-05-06,157930,153098,864,1882,1235,851,0,0,present,5,5,full,1.0,False,
2019-05-07,185357,180072,844,2271,1227,943,0,0,present,5,5,full,1.0,False,
2019-05-08,191816,186653,854,2027,1184,1098,0,0,present,5,5,full,1.0,False,
2019-05-09,187021,183028,758,1637,693,905,0,0,present,5,5,full,1.0,False,
2019-05-10,177749,174804,422,1468,545,510,0,0,present,5,5,full,1.0,False,
2019-05-11,107469,104873,249,704,1153,490,0,0,present,5,5,full,1.0,False,
2019-05-12,97633,93766,505,948,1569,845,0,0,present,5,5,full,1.0,False,
2019-05-13,167287,162067,927,1936,1507,850,0,0,present,5,5,full,1.0,False,
2019-05-14,192330,186917,894,2121,1427,971,0,0,present,5,5,full,1.0,False,
2019-05-15,192726,187870,923,1906,1182,845,0,0,present,5,5,full,1.0,False,
2019-05-16,189079,185354,752,1512,605,856,0,0,present,5,5,full,1.0,False,
2019-05-17,175997,173107,413,1384,505,588,0,0,present,5,5,full,1.0,False,
2019-05-18,107338,105011,270,794,802,461,0,0,present,5,5,full,1.0,False,
2019-05-19,95955,92419,564,950,1060,962,0,0,present,5,5,full,1.0,False,
2019-05-20,159041,154829,793,1497,987,935,0,0,present,5,5,full,1.0,False,
2019-05-21,179034,174695,793,1641,942,963,0,0,present,5,5,full,1.0,False,
2019-05-22,189344,184692,754,1721,857,1320,0,0,present,5,5,full,1.0,False,
2019-05-23,189532,185656,745,1551,489,1091,0,0,present,5,5,full,1.0,False,
2019-05-24,177595,174920,367,1415,276,617,0,0,present,5,5,full,1.0,False,
2019-05-25,106400,103945,376,968,670,441,0,0,present,5,5,full,1.0,False,
2019-05-26,99144,96276,558,902,776,632,0,0,present,5,5,full,1.0,False,
2019-05-27,135137,130672,664,1897,984,920,0,0,present,5,5,full,1.0,False,
2019-05-28,170707,166225,832,1783,716,1151,0,0,present,5,5,full,1.0,False,
2019-05-29,182199,177875,875,1590,749,1110,0,0,present,5,5,full,1.0,False,
2019-05-30,186339,182541,839,1550,356,1053,0,0,present,5,5,full,1.0,False,
2019-05-31,174846,171943,389,1396,307,811,0,0,present,5,5,full,1.0,False,
2019-06-01,112599,109859,423,753,813,751,0,0,present,5,5,full,1.0,False,
2019-06-02,99939,96341,516,866,1296,920,0,0,present,5,5,full,1.0,False,
2019-06-03,162999,158441,667,1655,1213,1023,0,0,present,5,5,full,1.0,False,
2019-06-04,181089,176396,781,2012,957,943,0,0,present,5,5,full,1.0,False,
2019-06-05,186898,182592,671,1762,793,1080,0,0,present,5,5,full,1.0,False,
2019-06-06,187107,183437,715,1426,467,1062,0,0,present,5,5,full,1.0,False,
2019-06-07,166797,163865,404,1252,636,640,0,0,present,5,5,full,1.0,False,
2019-06-08,105015,102147,377,766,1239,486,0,0,present,5,5,full,1.0,False,
2019-06-09,95151,91166,519,1059,1481,926,0,0,present,5,5,full,1.0,False,
2019-06-10,155248,149801,608,2299,1500,1040,0,0,present,5,5,full,1.0,False,
2019-06-11,175952,169885,844,2649,1422,1152,0,0,present,5,5,full,1.0,False,
2019-06-12,191166,185550,944,2346,1250,1076,0,0,present,5,5,full,1.0,False,
2019-06-13,192888,188023,1039,2027,695,1104,0,0,present,5,5,full,1.0,False,
2019-06-14,177084,173741,517,1551,602,673,0,0,present,5,5,full,1.0,False,
2019-06-15,108549,105575,370,887,1169,548,0,0,present,5,5,full,1.0,False,
2019-06-16,96325,92423,558,1074,1373,897,0,0,present,5,5,full,1.0,False,
2019-06-17,155702,150288,790,2221,1268,1135,0,0,present,5,5,full,1.0,False,
2019-06-18,181405,175895,884,2331,1183,1112,0,0,present,5,5,full,1.0,False,
2019-06-19,197740,192651,815,2095,935,1244,0,0,present,5,5,full,1.0,False,
2019-06-20,191432,187501,865,1515,512,1039,0,0,present,5,5,full,1.0,False,
2019-06-21,176000,173275,422,1254,509,540,0,0,present,5,5,full,1.0,False,
