civil_date,represented_only,documented_exception_label,is_known_substrate_gap,terminal_status,coverage_quality_flag,rows_from_offset_0,rows_from_offset_minus_1,rows_from_offset_minus_7,rows_from_offset_minus_30,rows_from_offset_minus_365,rows_from_offset_minus_3650,rows_from_offset_plus_1,total_row_count,log1p_total_row_count,log1p_rows_from_offset_0,log1p_rows_from_offset_minus_1,log1p_rows_from_offset_minus_7,log1p_rows_from_offset_minus_30,log1p_rows_from_offset_minus_365,log1p_rows_from_offset_minus_3650,log1p_rows_from_offset_plus_1,offset_count_present_count,offset_count_zero_count,has_any_missing_offset_count,coverage_completeness,offset_0_share_of_total,share_offset_minus_1,share_offset_minus_7,share_offset_minus_30,share_offset_minus_365,share_offset_minus_3650,share_offset_plus_1,neighbor_offset_sum,neighbor_offset_share_of_total,nonzero_offset_count,roll_mean_total_w7,roll_mean_total_w14,roll_mean_total_w30,roll_std_total_w7,roll_std_total_w14,roll_std_total_w30,roll_mean_log1p_total_w7,roll_mean_log1p_total_w14,roll_mean_log1p_total_w30,roll_std_log1p_total_w7,roll_std_log1p_total_w14,roll_std_log1p_total_w30,roll_z_log1p_total_w7,roll_z_log1p_total_w14,roll_z_log1p_total_w30,roll_pct_log1p_total_w30,roll_pct_log1p_total_w90,roll_pct_log1p_total_w365,delta_log1p_total_dod,roll_mean_offset_0_share_w30,roll_std_offset_0_share_w30,roll_z_offset_0_share_w30,spike_w7_z_ge_2,spike_w7_z_ge_3,spike_w14_z_ge_2,spike_w14_z_ge_3,spike_w30_z_ge_2,spike_w30_z_ge_3,is_domain_start_edge,is_rolling_window_warmup,has_full_7d_history,has_full_30d_history,has_full_365d_history
2015-05-16,false,,false,raw_t0_present,full,111550,823,939,1034,1293,0,0,115639,11.658237196130282,11.622237164410366,6.714170529909472,6.84587987526405,6.942156705699469,7.165493475060845,0.0,0.0,5,2,true,1.0,0.9646399571078961,0.007116976106676813,0.008120097890849973,0.00894162004168144,0.011181348852895649,0.0,0.0,4089,0.03536004289210388,5,177358.0,174576.07142857142,177197.56666666668,44406.03281086929,41533.599005854536,41888.09210238825,12.053781876521386,12.03887124187717,12.053267576498675,0.28595102371544606,0.2704774190424893,0.2665216979499877,-1.38326023544758,-1.4072673685454458,-1.4821696822692452,0.2,0.07777777777777778,0.2493150684931507,-0.510429488587036,0.9658932526276363,0.008607247615296893,-0.14560932550758882,false,false,false,false,false,false,false,false,true,true,true
2015-05-17,false,,false,raw_t0_present,full,109197,1048,1012,1266,2333,0,0,114856,11.651443155323921,11.600918027106905,6.955592608396297,6.920671504248683,7.144407180321139,7.755338812846501,0.0,0.0,5,2,true,1.0,0.9507296092498433,0.009124468900188061,0.00881103294560145,0.011022497736295883,0.020312391168071323,0.0,0.0,5659,0.04927039075015672,5,177837.0,174850.2142857143,174148.3,43587.8182370564,41092.13318906032,43008.561260922026,12.05801436389933,12.041298850341912,12.033740470325792,0.2786168925212061,0.2665278440768428,0.2739338211528992,-1.459248234722394,-1.4627203261569586,-1.3955827483912169,0.16666666666666666,0.06666666666666667,0.23835616438356164,-0.0067940408063602575,0.9649530041623579,0.008673641609941583,-1.6398412053608427,false,false,false,false,false,false,false,false,true,true,true
2015-05-18,false,,false,raw_t0_present,full,179262,1390,1738,1161,2759,0,0,186310,12.135172599398418,12.09660928023935,7.237778191923443,7.461065514354283,7.057897937411856,7.9229859587111955,0.0,0.0,5,2,true,1.0,0.9621705759218506,0.007460683806558961,0.009328538457409694,0.006231549567924427,0.01480865224625624,0.0,0.0,7048,0.03782942407814932,5,177167.42857142858,175311.7142857143,176257.43333333332,43387.508263159274,41188.76005086184,41954.137662603,12.054464987274853,12.043819861075816,12.047571543568154,0.27725579455827964,0.26729038172629377,0.26796935228828256,0.29109441067641856,0.34177338418464803,0.3269069954538034,0.4,0.34444444444444444,0.8136986301369863,0.4837294440744966,0.9648242123125798,0.008685709076373185,-0.305517530853933,false,false,false,false,false,false,false,false,true,true,true
2015-05-19,false,,false,raw_t0_present,full,195289,1308,2319,1019,2661,0,0,202596,12.21897406318462,12.182240912276828,7.1770187659099,7.749322464660356,6.927557906278317,7.8868329989550565,0.0,0.0,5,2,true,1.0,0.9639331477423049,0.0064561985429129895,0.011446425398329681,0.005029714308278544,0.013134514008173902,0.0,0.0,7307,0.03606685225769512,5,175953.14285714287,175528.2857142857,179132.6,42387.101215773066,41333.80405436204,40641.44476847453,12.048593707378204,12.044896917247405,12.06606103206401,0.2725716792964739,0.2680144286051138,0.2596175856235531,0.6250845878272405,0.6495066211293272,0.5889933486336888,0.6333333333333333,0.5444444444444444,0.8794520547945206,0.08380146378620168,0.9654066800414938,0.007967918197951476,-0.18493316103166516,false,false,false,false,false,false,false,false,true,true,true
2015-05-20,false,,false,raw_t0_present,full,202022,1469,2029,978,2876,0,0,209374,12.251882181561468,12.216136831287765,7.293017679772782,7.615791072035833,6.88653164253051,7.964503363551548,0.0,0.0,5,2,true,1.0,0.9648858024396535,0.007016152912969136,0.00969079255303906,0.0046710670856935435,0.013736185008644817,0.0,0.0,7352,0.035114197560346554,5,175428.14285714287,175800.07142857142,179405.16666666666,41870.67350158331,41558.427234741146,40821.54590923205,12.046107996325835,12.046206938250387,12.067388945556043,0.2702935077217712,0.2690502512243561,0.2604904378039223,0.7612990299694815,0.7644491777098251,0.7082533914135362,0.7333333333333333,0.6333333333333333,0.8986301369863013,0.032908118376848705,0.965459386061539,0.007958758391552575,-0.07206948542304453,false,false,false,false,false,false,false,false,true,true,true
2015-05-21,false,,false,raw_t0_present,full,201520,1192,1961,384,2527,0,0,207584,12.24329617332814,12.213648873300802,7.084226422097916,7.581719640125308,5.953243334287785,7.8351837552667485,0.0,0.0,5,2,true,1.0,0.9707877293047634,0.0057422537382457225,0.009446778171728072,0.0018498535532603668,0.012173385232002466,0.0,0.0,6064,0.029212270695236627,5,175573.57142857142,176166.64285714287,179154.73333333334,41998.422096777016,41833.3221424981,40617.56791555487,12.046810293377737,12.047995019214953,12.066203850759926,0.27088209211456593,0.27036166562528346,0.2595744949759579,0.7253557384195858,0.7223699915500255,0.6822408441346152,0.7,0.6,0.8904109589041096,-0.008586008233328002,0.9656463603429509,0.00801760300985057,0.6412601067296199,false,false,false,false,false,false,false,false,true,true,true
2015-05-22,false,,false,raw_t0_present,full,190833,772,1635,399,1341,0,0,194980,12.180657396901262,12.159159219186101,6.650279048587422,7.400009517162692,5.991464547107982,7.201916317531627,0.0,0.0,5,2,true,1.0,0.9787311519130167,0.0039593804492768486,0.008385475433377783,0.0020463637296132937,0.006877628474715356,0.0,0.0,4147,0.02126884808698328,5,175905.57142857142,176422.5,178353.7,42164.82200388195,41944.4510178916,40037.26079984959,12.048523252261159,12.049319438041689,12.062329703929368,0.27181739409162275,0.2710083522179866,0.25686610369047896,0.48611364655921957,0.48462697841109764,0.46065904092381765,0.5333333333333333,0.4111111111111111,0.8383561643835616,-0.0626387764268781,0.9659929012794978,0.00835537708541004,1.5245572406016472,false,false,false,false,false,false,false,false,true,true,true
2015-05-23,false,,false,raw_t0_present,full,111183,675,1098,800,1583,0,0,115339,11.655639567169404,11.618941765554109,6.516193076042964,7.002155954403621,6.68586094706836,7.367708572374371,0.0,0.0,5,2,true,1.0,0.9639670883222501,0.005852313614648991,0.009519763479829026,0.006936075395139545,0.013724759188132376,0.0,0.0,4156,0.03603291167774994,5,175862.7142857143,176610.35714285713,174953.16666666666,42236.37921158443,41641.944877374895,40932.799226994866,12.048152162409606,12.050967019465494,12.041207961458985,0.2724400835755454,0.2683368219949871,0.26352562375744776,-1.4407299766202042,-1.4732508544931475,-1.4631153843485956,0.2,0.07777777777777778,0.2410958904109589,-0.5250178297318584,0.9657139515555105,0.008275633982885994,-0.21108512494305162,false,false,false,false,false,false,false,false,true,true,true
2015-05-24,false,,false,raw_t0_present,full,104400,850,961,1063,2545,0,0,109819,11.606597940832863,11.555994532928862,6.7464121285733745,6.8690144506657065,6.96979066990159,7.842278779117352,0.0,0.0,5,2,true,1.0,0.9506551689598339,0.0077400085595388775,0.008750762618490426,0.009679563645635091,0.023174496216501698,0.0,0.0,5419,0.04934483104016609,5,175143.14285714287,176490.07142857142,171540.86666666667,43473.74476021349,41846.409022417065,41975.37892436086,12.041745703196597,12.049880033547964,12.019253470622427,0.28362134090006313,0.27023308592860396,0.27153241304610115,-1.5342560647333743,-1.6403694284578358,-1.5197284374278477,0.03333333333333333,0.011111111111111112,0.1780821917808219,-0.049041626336540745,0.9647000109291554,0.008191900545693303,-1.7144790627011668,false,false,false,false,false,false,false,false,true,true,true
2015-05-25,false,,false,raw_t0_present,full,142872,1089,2008,942,2756,0,0,149667,11.916174786702568,11.869711402748917,6.993932975223189,7.605392364814935,6.849066282633458,7.921898411023797,0.0,0.0,5,2,true,1.0,0.9545992102467478,0.00727615305979274,0.013416451188304703,0.006293972619214656,0.01841421288594012,0.0,0.0,6795,0.04540078975325222,5,169908.42857142858,173537.92857142858,172349.1,44106.53470427084,42200.61924894593,41284.45274146272,12.010460301382903,12.032462644328877,12.025144918270003,0.28367658393918527,0.2704464290306882,0.2671335204055466,-0.33236974786945384,-0.4299848145272196,-0.4079238404899665,0.3333333333333333,0.3,0.4301369863013699,0.3095768458697048,0.9641960596585306,0.008336333604326684,-1.1512074572929685,false,false,false,false,false,false,false,false,true,true,true
2015-05-26,false,,false,raw_t0_present,full,184631,1301,1891,949,2751,0,0,191523,12.162768406120902,12.12611993380688,7.171656822768514,7.545389749611823,6.856461984594587,7.920083199053234,0.0,0.0,5,2,true,1.0,0.9640147658505767,0.0067929178218804,0.009873487779535617,0.0049550184573132205,0.014363810090694068,0.0,0.0,6892,0.035985234149423305,5,168326.57142857142,172139.85714285713,174878.9,42921.46877285361,41172.3292606485,39994.07161356586,12.002430921802372,12.025512314590289,12.041965507903267,0.2775196386460708,0.265349309812686,0.2589911946092032,0.5777518488448797,0.5172656813296564,0.4664363141763047,0.5,0.3888888888888889,0.8246575342465754,0.24659361941833424,0.9646135049247229,0.007984329813719517,-0.0749892712494651,false,false,false,false,false,false,false,false,true,true,true
2015-05-27,false,,false,raw_t0_present,full,192395,1295,1524,767,2525,0,0,198506,12.198579642971232,12.167311026976838,7.16703787691222,7.329749689041512,6.643789733147672,7.8343923029104365,0.0,0.0,5,2,true,1.0,0.9692150363213202,0.006523732280132591,0.007677349803028624,0.0038638630570360594,0.012720018538482465,0.0,0.0,6111,0.030784963678679736,5,166774.0,171101.07142857142,175036.23333333334,41357.28081809377,40233.54658158994,40080.20664366453,11.994816273432336,12.020462134879086,12.042767666111457,0.27016828358687195,0.26098995465015,0.2594527444023997,0.7542090686354612,0.682468826552762,0.6005408700480646,0.6,0.4777777777777778,0.8493150684931506,0.035811236850330275,0.9648450842662927,0.008014638265493132,0.5452463243216218,false,false,false,false,false,false,false,false,true,true,true
2015-05-28,false,,false,raw_t0_present,full,189055,1297,1381,440,2422,0,0,194595,12.178680893538202,12.149798546450997,7.168579897264035,7.231287004327616,6.089044875446846,7.792761720816526,0.0,0.0,5,2,true,1.0,0.9715306148667746,0.006665125003211799,0.007096790770574783,0.0022611064004727766,0.012446362958966058,0.0,0.0,5540,0.028469385133225417,5,164918.42857142858,170246.0,174514.9,39469.39317098395,39543.12638704151,39706.55487391436,11.985585519176633,12.016197906277185,12.040190829621991,0.2612192242935679,0.25762154729956743,0.2576396320897695,0.7392081301970375,0.6307041820227804,0.537534007454086,0.5666666666666667,0.4444444444444444,0.8328767123287671,-0.019898749433030716,0.9650226219132936,0.008104279688055799,0.8030316331595275,false,false,false,false,false,false,false,false,true,true,true
2015-05-29,false,,false,raw_t0_present,full,181381,709,1240,439,1291,0,0,185060,12.128440779441291,12.10836058351481,6.565264970035361,7.123672785204607,6.0867747269123065,7.163946684342547,0.0,0.0,5,2,true,1.0,0.9801199610936994,0.0038311898843618286,0.006700529557981195,0.002372203609640117,0.006976115854317518,0.0,0.0,3679,0.01988003890630066,5,163501.2857142857,169703.42857142858,173574.63333333333,38373.004289970515,39263.10668125659,39086.36671701249,11.978126002396637,12.013324627328897,12.035461870313748,0.2554009840803716,0.256009518326596,0.25455368332726813,0.5885442359820822,0.4496557505550964,0.36526247788763955,0.4,0.34444444444444444,0.7808219178082192,-0.050240114096910204,0.965495614245716,0.008560324366780243,1.708386998130073,false,false,false,false,false,false,false,false,true,true,true
2015-05-30,false,,false,raw_t0_present,full,107234,553,928,881,1298,0,0,110894,11.61633908665931,11.582777966869061,6.317164686747284,6.834108738813838,6.782192056006791,7.1693500166706,0.0,0.0,5,2,true,1.0,0.9669955092250258,0.004986744097967428,0.008368351759337747,0.007944523599112666,0.01170487131855646,0.0,0.0,3660,0.0330044907749743,5,162866.2857142857,169364.5,170312.46666666667,39327.73177506463,39782.744942905934,40118.895723219684,11.972511648038052,12.01033190522383,12.014375155010478,0.2639600982107099,0.26068200514253465,0.2623423026617066,-1.3493424339250768,-1.5113924658861446,-1.5172393636585546,0.06666666666666667,0.022222222222222223,0.1863013698630137,-0.5121016927819806,0.9653616504422083,0.008502229904029341,0.19216826659122668,false,false,false,false,false,false,false,false,true,true,true
2015-05-31,false,,false,raw_t0_present,full,101300,940,1230,639,1931,0,0,106040,11.571581090762118,11.525851561856362,6.846943139585379,7.115582126184454,6.461468176353717,7.566311014772463,0.0,0.0,5,2,true,1.0,0.9552998868351565,0.008864579403998492,0.01159939645416824,0.006026027913994719,0.018210109392682007,0.0,0.0,4740,0.04470011316484346,5,162326.42857142858,168734.7857142857,167805.56666666668,40193.68736861193,40769.457369228236,41729.464307925606,11.96750924088509,12.004627472040843,11.996507140096773,0.2722519980888184,0.2698520928271734,0.27377783252380156,-1.4542708700114129,-1.6047545777459262,-1.5520834737330778,0.03333333333333333,0.011111111111111112,0.14794520547945206,-0.04475799589719287,0.9646151992070084,0.008364127536545321,-1.1137219430419463,false,false,false,false,false,false,false,false,true,true,true
2015-06-01,false,,false,raw_t0_present,full,170528,1344,1983,872,2370,0,0,177097,12.084458530652386,12.046660649218929,7.20414929203594,7.592870287844818,6.771935555839602,7.771067086065406,0.0,0.0,5,2,true,1.0,0.9629073332693383,0.007589061361852544,0.011197253482554757,0.004923855288344805,0.01338249659790962,0.0,0.0,6569,0.03709266673066173,5,166245.0,168076.7142857143,169943.5,40090.766310128485,40537.644577751285,40445.85978619848,11.991549775735063,12.001005038558985,12.011496122694284,0.2743851252527707,0.2683008121412172,0.26547485953134975,0.3386071122905548,0.31104450048953375,0.2748373540413736,0.36666666666666664,0.3333333333333333,0.7041095890410959,0.5128774398902678,0.9645196038903511,0.008366800816198647,-0.1926985781580113,false,false,false,false,false,false,false,false,true,true,true
2015-06-02,false,,false,raw_t0_present,full,180382,1269,1928,978,2404,0,0,186961,12.138660666630917,12.102837647137001,7.146772179452637,7.564757012905729,6.88653164253051,7.785305182539862,0.0,0.0,5,2,true,1.0,0.9648108429030653,0.00678751183401886,0.010312311123710293,0.0052310374891020054,0.012858296650103497,0.0,0.0,6579,0.03518915709693465,5,165593.2857142857,166959.92857142858,172474.93333333332,39645.97396842158,39720.64216202623,38980.674148850354,11.988105812950778,11.995268367376578,12.02886959035473,0.2720189792493729,0.2641076528817709,0.25567211718706995,0.5534718720568341,0.5429312543189702,0.4294213912886513,0.4666666666666667,0.3888888888888889,0.7945205479452054,0.05420213597853163,0.9649700924469855,0.007985407310896012,-0.019942569955438607,false,false,false,false,false,false,false,false,true,true,true
2015-06-03,false,,false,raw_t0_present,full,189719,1231,1690,948,2465,0,0,196053,12.186145410470768,12.153304579991518,7.116394144093465,7.43307534889858,6.855408798609928,7.81035268372429,0.0,0.0,5,2,true,1.0,0.9676924097055388,0.006278914375194462,0.0086201180293084,0.004835427154901991,0.012573130735056337,0.0,0.0,6334,0.03230759029446119,5,165242.85714285713,166008.42857142858,173015.06666666668,39316.04282998893,38774.75467107687,39198.03469909256,11.986329494022142,11.990572883727241,12.031745155732962,0.2704515706280491,0.25974274403952685,0.25698007926167743,0.7388232798375292,0.7529470263614589,0.6008257728825127,0.6666666666666666,0.5,0.8383561643835616,0.04748474383985091,0.9652228067041551,0.007946196855795364,0.3107905638635952,false,false,false,false,false,false,false,false,true,true,true
2015-06-04,false,,false,raw_t0_present,full,187253,1307,1595,591,2085,0,0,192831,12.169574622489973,12.14022126296706,7.176254532017144,7.3752557780097545,6.3835066348840055,7.643003635560718,0.0,0.0,5,2,true,1.0,0.9710731158371838,0.006777955826604644,0.008271491617011788,0.003064859903231327,0.010812576815968387,0.0,0.0,5578,0.028926884162816146,5,164990.85714285713,164954.64285714287,172790.63333333333,39101.620066303185,37744.72606584547,39059.81533537163,11.98502859815811,11.985307058667372,12.030601133923216,0.26939196419348194,0.254927767543144,0.2562626687959974,0.6850465079178071,0.7228226473658496,0.5423087538255104,0.6,0.4444444444444444,0.821917808219178,-0.016570787980795032,0.9654379816670626,0.008016342029677456,0.7029558056853414,false,false,false,false,false,false,false,false,true,true,true
2015-06-05,false,,false,raw_t0_present,full,180372,697,1651,700,1223,0,0,184643,12.12618492584538,12.102782208003612,6.548219102762372,7.409741954080923,6.55250788703459,7.1098794630722715,0.0,0.0,5,2,true,1.0,0.976868876697194,0.0037748520117199136,0.00894157915545133,0.003791099581354289,0.006623592554280422,0.0,0.0,4271,0.023131123302805954,5,164931.2857142857,164216.2857142857,172093.1,39066.25042460686,37209.50398947636,38638.85249362535,11.984706333358693,11.981416167877667,12.027022568534072,0.2691930875646954,0.25211704226647036,0.25407121151060535,0.5255654733433114,0.5742125033130525,0.3902935587299634,0.36666666666666664,0.35555555555555557,0.7643835616438356,-0.04338969664459391,0.9657467114388613,0.008276872257115436,1.3437642762664717,false,false,false,false,false,false,false,false,true,true,true
2015-06-06,false,,false,raw_t0_present,full,109379,553,1095,1416,1199,0,0,113642,11.6408172347749,11.602583336900764,6.317164686747284,6.999422467507961,7.256297239690681,7.090076835776092,0.0,0.0,5,2,true,1.0,0.9624874606219531,0.004866158638531529,0.009635522078104926,0.012460181974974041,0.010550676686436352,0.0,0.0,4263,0.03751253937804685,5,165323.85714285713,164095.07142857142,169132.76666666666,38441.54724786092,37383.333440830975,39622.28031235172,11.98820321166092,11.980357429849485,12.007774375032428,0.26371360631518065,0.25361700163075257,0.26086593785182083,-1.3172849961743627,-1.338791141332593,-1.4066885975200394,0.2,0.1,0.2273972602739726,-0.48536769107047917,0.9654505937381777,0.008227480097224951,-0.3601507486142656,false,false,false,false,false,false,false,false,true,true,true
2015-06-07,false,,false,raw_t0_present,full,106543,1002,1157,1830,2039,0,0,112571,11.631348295913952,11.576313324350403,6.910750787961936,7.05444965813294,7.5126175446745105,7.620705086838262,0.0,0.0,5,2,true,1.0,0.9464515727851756,0.008901049115669222,0.010277957911007276,0.016256407067539596,0.018113013120608326,0.0,0.0,6028,0.053548427214824425,5,166256.85714285713,164291.64285714287,166505.2,36807.4044291298,37082.00277888732,40694.0635562147,11.996741383825468,11.982125312355278,11.990082133785327,0.24850564497871666,0.2508827568546642,0.2679401005046257,-1.4703613189262146,-1.398171085327039,-1.3388583388442141,0.16666666666666666,0.07777777777777778,0.21095890410958903,-0.009468938860948128,0.9643964096345362,0.008572704378546745,-2.09325273063979,false,false,false,false,false,false,false,false,true,true,true
2015-06-08,false,,false,raw_t0_present,full,176030,1397,2369,1530,2255,0,0,183581,12.120416713146684,12.078415394873737,7.242797922793756,7.7706452341291765,7.333676395657684,7.721348612617949,0.0,0.0,5,2,true,1.0,0.9588682924703537,0.007609719960126593,0.012904385530092984,0.008334195804576726,0.012283406234850011,0.0,0.0,7551,0.041131707529646316,5,167183.14285714287,166714.07142857142,168867.6,37205.11012584414,37160.7929957291,39503.08641420662,12.001878267038938,11.996714021386998,12.006343576649012,0.2509803809626502,0.25268458045448433,0.260186048679295,0.4723016422761181,0.48955378099127067,0.4384291051603526,0.4,0.36666666666666664,0.7534246575342466,0.48906841723273153,0.964178469740958,0.008629063630576684,-0.6153827921476878,false,false,false,false,false,false,false,false,true,true,true
2015-06-09,false,,false,raw_t0_present,full,185916,1385,2270,1726,2336,0,0,193633,12.173725058239967,12.133055616543036,7.234177179749849,7.7279755421055585,7.454141078146678,7.756623334538858,0.0,0.0,5,2,true,1.0,0.960146256061725,0.007152706408515078,0.011723208337421824,0.00891376986360796,0.012064059328730123,0.0,0.0,7717,0.03985374393827498,5,168136.2857142857,166864.7857142857,171605.26666666666,37875.658976508406,37273.25989371463,38215.4077934933,12.006887465840233,11.997496639395504,12.024740553801069,0.25449072021997055,0.25325477248113215,0.25142408608820765,0.6555743653659623,0.6958542858559257,0.5925625772648913,0.6666666666666666,0.4777777777777778,0.821917808219178,0.053308345093283194,0.9646096055219536,0.008056243974048988,-0.55402362125652,false,false,false,false,false,false,false,false,true,true,true
2015-06-10,false,,false,raw_t0_present,full,195394,1423,1992,1606,2291,0,0,202706,12.219516865637598,12.182778429727092,7.261225091971921,7.597396320212795,7.382124365737512,7.73718007783463,0.0,0.0,5,2,true,1.0,0.9639280534369974,0.0070200191410219725,0.009827040146813612,0.007922804455714187,0.011302082819452804,0.0,0.0,7312,0.036071946563002576,5,169086.7142857143,167164.7857142857,171995.56666666668,38765.947826730124,37563.29319178615,38479.170658031144,12.011654816578352,11.998992155300245,12.026723841463332,0.2586863988120487,0.2545918349923696,0.25275910696159753,0.8035290993797874,0.8661892489362907,0.7627540170236389,0.8333333333333334,0.6555555555555556,0.873972602739726,0.04579180739763089,0.9646976289677505,0.00803308595792057,-0.09580073396255377,false,false,false,false,false,false,false,false,true,true,true
2015-06-11,false,,false,raw_t0_present,full,197583,1250,1644,769,2160,0,0,203406,12.222964176950335,12.193919089357603,7.1316985104669115,7.405495663199472,6.646390514847729,7.6783263565068856,0.0,0.0,5,2,true,1.0,0.9713725258841922,0.006145344778423449,0.00808235745258252,0.003780616107686106,0.010619155777115719,0.0,0.0,5823,0.028627474115807794,5,170597.42857142858,167794.14285714287,171739.23333333334,40030.90208350353,38127.79788645457,38234.55329003473,12.019281895786975,12.00215524697254,12.025486879946303,0.2648325546148446,0.25725718701624734,0.25166619552936853,0.7690983514454339,0.8583197715049602,0.7846794703144244,0.8666666666666667,0.6666666666666666,0.873972602739726,0.0034473113127369004,0.9649770997178752,0.00811697520938738,0.7879075642513563,false,false,false,false,false,false,false,false,true,true,true
2015-06-12,false,,false,raw_t0_present,full,181807,680,1433,909,1082,0,0,185911,12.133028722460002,12.11070646415779,6.523562306149512,7.2682230211595655,6.813444599510896,6.9874902470009905,0.0,0.0,5,2,true,1.0,0.9779249210643802,0.0036576641511260766,0.0077079893067112755,0.004889436343196476,0.005819989134585904,0.0,0.0,4104,0.022075078935619732,5,170778.57142857142,167854.92857142858,170834.63333333333,40107.84718255329,38158.10791242202,37538.18470018306,12.020259581017632,12.002482957188164,12.020945098730701,0.26530519644571354,0.2574332939571422,0.24832199770165633,0.4250544013202,0.5071052126364506,0.45136405460124746,0.4666666666666667,0.3888888888888889,0.7726027397260274,-0.08993545449033213,0.9653965535380207,0.008454561094661235,1.4818471811943952,false,false,false,false,false,false,false,false,true,true,true
2015-06-13,false,,false,raw_t0_present,full,109354,697,919,1403,1205,0,0,113578,11.640253909025699,11.602354749796653,6.548219102762372,6.824373670043086,7.247080584585756,7.095064377287131,0.0,0.0,5,2,true,1.0,0.962809699061438,0.006136751835742837,0.008091355720297944,0.01235274436950818,0.010609449013013084,0.0,0.0,4224,0.03719030093856204,5,170769.42857142858,168046.64285714287,167735.03333333333,40123.04704637615,37855.45243038037,38317.05746880645,12.020179105910605,12.004191158785762,12.001007559232729,0.26543952696635803,0.2547391809640457,0.2542041849721469,-1.43130603503923,-1.428666168992001,-1.4191491388961908,0.16666666666666666,0.1111111111111111,0.2191780821917808,-0.49277481343430374,0.9651662394650892,0.008426813491704913,-0.27964786523053936,false,false,false,false,false,false,false,false,true,true,true
2015-06-14,false,,false,raw_t0_present,full,108195,1041,1185,1573,1867,0,0,113861,11.642742467782034,11.591699676134454,6.948897222313312,7.078341579557671,7.3613754289773485,7.532623618788788,0.0,0.0,5,2,true,1.0,0.9502375703708908,0.00914272665794258,0.010407426599098902,0.01381509032943677,0.016397186042630928,0.0,0.0,5666,0.04976242962910918,5,170953.7142857143,168605.2857142857,165108.53333333333,39812.95402970531,36916.068641068596,39239.36786349185,12.021806844748903,12.009274114287184,11.983476752001554,0.262678296629105,0.246003225322368,0.2603047073502228,-1.4430745966885072,-1.4899465079160605,-1.3089824140640096,0.23333333333333334,0.13333333333333333,0.23013698630136986,0.002488558756335024,0.9643284715190047,0.008624353524002272,-1.6338501325227135,false,false,false,false,false,false,false,false,true,true,true
2015-06-15,false,,false,raw_t0_present,full,181440,1420,2815,1452,2140,0,0,189267,12.150919279062146,12.108685810970181,7.259116128097101,7.943072717277933,7.2813856635702825,7.669028288589683,0.0,0.0,5,2,true,1.0,0.9586457227091886,0.0075026285617672385,0.01487316859251745,0.007671701881469036,0.01130677825505767,0.0,0.0,7827,0.04135427729081139,5,171766.0,169474.57142857142,167562.8,40169.92507668724,37272.9718835642,38330.59719426461,12.026164354165397,12.01402131060217,11.999899488099283,0.26483092859736895,0.24819715849689228,0.25455591640513575,0.47107384910626404,0.5515694429744674,0.5932676525282919,0.6,0.43333333333333335,0.7863013698630137,0.5081768112801122,0.9641286637057145,0.008686103950639157,-0.631231335439228,false,false,false,false,false,false,false,false,true,true,true
2015-06-16,false,,false,raw_t0_present,full,192937,1371,2839,1286,2409,0,0,200842,12.210278787300576,12.170124172753953,7.22402480828583,7.951559331155252,7.160069207596127,7.787382026484701,0.0,0.0,5,2,true,1.0,0.9606407026418777,0.006826261439340377,0.014135489588831021,0.006403043188177772,0.011994503141773135,0.0,0.0,7905,0.039359297358122304,5,172795.85714285713,170466.07142857142,170429.0,40909.577384880475,37952.34360750595,37458.414215196586,12.03138631545977,12.019136890650001,12.018527342498505,0.2685596164088011,0.25167736415692593,0.24855377879358295,0.6661182877491749,0.7594719425438412,0.771468636416568,0.8333333333333334,0.6111111111111112,0.8493150684931506,0.059359508238429726,0.9644590334854489,0.008340512966380657,-0.45780527636157464,false,false,false,false,false,false,false,false,true,true,true
2015-06-17,false,,false,raw_t0_present,full,189558,1255,2532,1015,2328,0,0,196688,12.189379080088454,12.152455600693058,7.135687347028144,7.837159650001675,6.923628628138427,7.753194269884341,0.0,0.0,5,2,true,1.0,0.9637496949483446,0.00638066379240218,0.012873179858456032,0.0051604571707475795,0.011836004230049622,0.0,0.0,7130,0.03625030505165541,5,171936.14285714287,170511.42857142858,170774.93333333332,40233.91027242473,37985.63982858276,37657.52656090224,12.027080917524179,12.019367867051264,12.02033422518817,0.26526227901172655,0.2518438548062021,0.24962569932581358,0.6118403384338713,0.6750659577062804,0.6771933152589575,0.7666666666666667,0.5777777777777777,0.8328767123287671,-0.020899707212121754,0.964511670786332,0.008330549392623092,-0.09146765742271165,false,false,false,false,false,false,false,false,true,true,true
2015-06-18,false,,false,raw_t0_present,full,197424,1273,2056,662,2245,0,0,203660,12.22421212585796,12.193114044365782,7.149916836132109,7.6290038896529575,6.4967749901858625,7.716906135298388,0.0,0.0,5,2,true,1.0,0.9693803397819896,0.006250613768044781,0.010095256800549936,0.003250515565157616,0.011023274084258078,0.0,0.0,6236,0.03061966021801041,5,171972.42857142858,171284.92857142858,170810.4,40267.1230693939,38580.68779437211,37689.01764632275,12.027259195939552,12.023270545863264,12.02050882727728,0.2654162452615196,0.2547570670881034,0.24977121957549836,0.7420530334318727,0.7887576281650465,0.815559530545135,0.9333333333333333,0.7111111111111111,0.873972602739726,0.0348330457695063,0.9646932438543216,0.008376740638078193,0.5595369523990943,false,false,false,false,false,false,false,false,true,true,true
